hero,connection
CHI DEMON/PROFESSOR,PHASTOS [ETERNAL]
CHONDU,"RUBY,ROCKET RACER/ROBERT ,WHIRLWIND/DAVID CANN,WATSON, KRISTY,ARAGORN,NORRISS, JACK,NAMORITA/NITA PRENTI,PARKER, MAY,MORGAN, JERROLD JERR,THING/BENJAMIN J. GR,WHIPLASH/MARK SCARLO,LEE, STAN,NEBULON,COBRA/KLAUS VORHEES,SMITH, MARTY LOUIS L,MASON, LOUISE,HULK/DR. ROBERT BRUC,DOC SAMSON/DR. LEONA,SPIDER-MAN/PETER PAR,BRUTO THE STRONGMAN/,ANGAR THE SCREAMER/D,LYJA LAZERFIST [SKRU,BATROC/GEORGES BATRO,NIGHTHAWK II/KYLE RI,ELECTRO/MAX DILLON,ALEXANDER, CARRIE,SUB-MARINER/NAMOR MA,WHITECLOUD, MICHAEL,DR. STRANGE/STEPHEN ,CLEA,IMPOSSIBLE MAN,WATSON-PARKER, MARY ,STILT-MAN/WILBUR DAY,NORRISS, SISTER BARB,TRAPSTER/PETER PETRU,COLOSSUS II/PETER RA,PRINCESS PYTHON/ZELD,TOWER, BLAKE,ROSELLINI, ROBERTA,ATTUMA,THUNDERBIRD/JOHN PRO,RINGMASTER/MAYNARD T,HUMAN TORCH/JOHNNY S,BOOMER/TABITHA SMITH,SHOCKER/HERMAN SCHUL,MASTERS, ALICIA REIS,COYOTE,RED GUARDIAN III/DR.,NAGAN, DR. ARTHUR,BI-BEAST II,MYSTERIO/QUENTIN BEC,HYDROMAN/MORRIE BENC,STARR, TRIXIE TRISH,SHE-HULK/JENNIFER WA,SILVER SURFER/NORRIN"
"CHORD, MIYAMI","JUSTICE II/VANCE AST,CHORD, ANDREW,FIRESTAR/ANGELICA JO,NIGHT THRASHER/DUANE,SILHOUETTE,NAMORITA/NITA PRENTI,THING/BENJAMIN J. GR,TAI II,NOVA/RICHARD RIDER,DARKHAWK/CHRIS POWEL,LEFT HAND/DIEGO CASS,FIREWALL/THEARY/MIN ,SMILING TIGER/,NELSON, FRANKLIN FOG,BLOODSTRIKE/ERIC CON,ROSEN, WALTER,MIDNIGHT'S FIRE/,DIE'ODE/,DREYFUSS, RACHEL,RAGE/ELVIN DARYL HAL,ASTROVIK, NORMA,SPEEDBALL/ROBBIE BAL"
"CIRE, EZRA","CIRE, MANUEL,BLOCKADE/DEXTER PARI,MERRYWEATHER, IRENE,BERGER, PROF.,SHIRE, DR. RANDALL"
"CLARIS, SVEN","SUGAR MAN,X-MAN/NATHAN GREY ,SUMMERS, MADELYNE MA"
"CLARK, SARAH","JONES, DANIEL DANNY,BOULDER/,THINKER,SERPENTYNE,HAMMERHAND,FIREFALL III/ARCHIE ,CRIMEBUSTER/FRANK MO,MOLE MAN/HARVEY RUPE,JAVELIN/DARIN,LANE, SILAS,TORPEDO III/BROCK JO,O'CONNOR, A.C. ACE,CLARK, JOHN,JONES, NELL,HYBRID/JAMES JIMMY M,STARSHINE/LANDRA,JACKSON, STEVE,LANDSLIDE,MISSING LINK,JONES, MAGGIE,GALACTUS/GALAN,HARRIS, EDDIE,JONES, LORRAINE LORR,TERRAX II/TYROS,STARSHINE II/BRANDY ,JONES, TAMMY ANNE,KILLBURN, MACK,WATER WITCH/,ROM, SPACEKNIGHT,TERMINATOR,DIGGER II/,RAINBOW"
"CLARKE, GENERAL JERE","MANBOT/BERNIE LACHEN,MAGGOTT/JAPHETH,COPYCAT/VANESSA,HUXLEY, DR. HORATIO,AURORA/JEANNE-MARIE ,WOLVERINE/LOGAN ,SHAMAN/MICHAEL TWOYO,HADDOCK, DR. MYRA,SUNFIRE/SHIRO YOSHID,MEANY,AQUARIUS III/,PATHWAY/LAURA DEAN,VIRGO II,MARIONETTE/MARI,SASQUATCH II,GIDEON,GENTRY,SAURON/DR. KARL LYKO,NORTHSTAR/JEAN-PAUL ,RADIUS/JARED CORBO,BARON ZEBEK,DEXAM,SASQUATCH/WALTER LAN,SU, DR. KO BIN,INVISIBLE WOMAN/SUE ,ECLIPTIC,BUG,SAGITTARIUS II/,NOVA II/FRANKIE RAYE,GUARDIAN V/JAMES MAC,SNOWBIRD/NARYA/ANNE ,PROCTOR, COORDINATOR,SAUL,LIBRA IV/,CAPRICORN II/,CHASIN, MAJOR,WEAPON X II/GARRISON,RANN, COMMANDER ARCT,BOX IV/MADISON JEFFR,WEAPON X III,KISMET/J'RIDIA STARD,FERAL/MARIA CALLASAN,DIAMOND LIL/LILLIAN ,PISCES II,PUCK/EUGENE MILTON J,ABSALOM,MURMUR II/ARLETTE TR,RICTOR/JULIO ESTEBAN,CANNONBALL II/SAM GU,LEO II/,FLEX/ADRIAN CORBO,PATRICK, KERRY,GUARDIAN/JAMES MACDO,MR. FANTASTIC/REED R,ARIES III/,SISTER CHLOE,STORM/ORORO MUNROE S,HUDSON, HEATHER,HAMES,CANCER II/,PERSUASION/KARA KILL,GHOST GIRL II/LILLI,TAURUS II/,NICODEMUS II,SCORPIO IV,FOREARM,MESMERO,CODY, GARY,EENY,STARR, JACQUELINE,STRYFE,RON, DAN"
CLEARCUT/,"MANH, COY NGA,DOMINO III/BEATRICE/,MINDMELD/"
COBRA/KLAUS VORHEES,"HEIMDALL [ASGARDIAN],EON,FIREBRAND/GARY GILBE,HOCHBERG, ROGER,PLANTMAN/SAM SMITHER,CENTURY, TURNER D.,THING/BENJAMIN J. GR,HAVOK/ALEX SUMMERS ,DOMINO II,KINCAID, DR. KEITH,QUICKSILVER/PIETRO M,BLACK RACER/,RINGER/ANTHONY TONY ,DEMONSTAFF,CITIZEN V II/HELMUT ,CRUCIBLE/BYRON CALLE,MISTER HYDE/CALVIN Z,DIABLO/ESTEBAN DE AB,UATU,DAZZLER II/ALLISON B,LYJA LAZERFIST [SKRU,FERRARI, CONNIE,WHITMAN, DEBRA,LEEDS, NED,INVISIBLE WOMAN/SUE ,ROSENTHAL, BERNIE,ANACONDA/BLANCHE SIT,4-D MAN/MERCURIO,GHAUR [DEVIANT],MINERVA [KREE],BALDER [ASGARDIAN],STILT-MAN/WILBUR DAY,CROSSBONES/BROCK BIN,RAPIER,LONGSHOT,SUPER SKRULL/KL'RT,BOOMSLANG/,ROGUE /,MASTERS, ALICIA REIS,DR. DOOM/VICTOR VON ,URICH, BEN,SCOURGE,BIRD MAN III/,ENCHANTRESS/AMORA/HE,PUFF ADDER,VAMP,DUGAN, TIMOTHY ALOYI,LOKI [ASGARDIAN],DEMOLITION MAN/DENNI,CRYSTAL [INHUMAN],WATER WIZARD/PETE,COOPER, DR. VALERIE,GLENN, HEATHER,FOREIGNER/RAFAEL BAS,WASP/JANET VAN DYNE ,PARETSKY, DR. GARY,REDWING,TYRUS,BUSHKIN, BARNEY,MR. JIP,SLITHER,CHANG, DR. PHILLIP,STORM/ORORO MUNROE S,HIJACKER,PAGE, KAREN,BLACK MAMBA/TANYA SE,KAPPELBAUM, MRS.,THOR/DR. DONALD BLAK,TAYLOR, LEILA,JAMESON, COL. JOHN ,COACHWHIP,CHEETAH,EL JAGUAR,COLOSSUS II/PETER RA,HELLCAT/PATSY WALKER,CYCLONE,ATTUMA,DIAMONDBACK II/RACHE,CARTER, SHARON,RINGMASTER/MAYNARD T,BEAST/HENRY &HANK& P,MARVEL GIRL/JEAN GRE,HAWK,KINGPIN/WILSON FISK,QUASAR III/WENDELL V,IGOR,PHARAOH RAMA-TUT,UROC,MODOK/GEORGE TARLETO,ATLAS,WHIRLWIND/DAVID CANN,PAIBOK, CAPT. [SKRUL,THINKER,JARVIS, EDWIN ,RED GHOST/IVAN KRAGO,EXECUTIONER II/SKURG,HERCULES [GREEK GOD],KRANG [ATLANTEAN],VIPER II,O'BRIEN, MICHAEL,FURY, COL. NICHOLAS ,SPIDER-MAN/PETER PAR,BATROC/GEORGES BATRO,DEATH ADDER,ANT-MAN/DR. HENRY J.,EEL/LEOPOLD STRYKE,SIKORSKY, RAYMOND,ANGEL/WARREN KENNETH,IMPOSSIBLE MAN,KINCAID, DR. JANE FO,BULLSEYE II/BENJAMIN,PALADIN/PAUL DENNIS,TRAPSTER/PETER PETRU,KORVAC, MICHAEL,STEELE, BOBBY,HOPKINS, STEVE,FARREL, MIKE,HUMAN TORCH/JOHNNY S,PUPPET MASTER/PHILLI,LEEDS, BETTY BRANT,MELTER/BRUNO HORGAN,PROFESSOR X/CHARLES ,SIDEWINDER/SETH VOEL,SERVITOR,LLYRA/LLYRA MORRIS,BLACK WIDOW/NATASHA ,M'DAKA,HELLRAZOR,USAGENT/CAPTAIN JOHN,RATTLER,BEETLE/ABNER RONALD ,NOMAD III/JACK MONRO,LETHA,BATTLESTAR/LEMAR HOS,NOVA/RICHARD RIDER,MOLE MAN/HARVEY RUPE,VAGABOND/PRISCILLA L,IRON MAN/TONY STARK ,ROCK PYTHON,ASP II/CLEO,BUSHMASTER II/QUINCY,JACK FLAG/,STANKOWICZ, FABIAN,CARTER, PEGGY,GATEWAY,MADAME MASQUE II/,GRAPPLER,MR. FANTASTIC/REED R,UNICORN/MYLOS MASARY,GREY GARGOYLE/PAUL P,COPPERHEAD III/DAVIS,CAPTAIN AMERICA,BLACK PANTHER/T'CHAL,MIKHLO,THOR IV/DARGO,FREE SPIRIT/CATHY WE,ELECTRO/MAX DILLON,ICEMAN/ROBERT BOBBY ,DR. STRANGE/STEPHEN ,FER DE LANCE/TERESA,JONES, GABE,STEEPLEJACK II/MAXWE,SCARECROW/EBENEZER L,SHELLSHOCK/,MINDWAVE,BANNON, LANCE,COTTONMOUTH II,BARONESS ZEMO/HEIKE,KANE, MARCY/KAINA,PSYLOCKE/ELISABETH B,FOOLKILLER II/GREG S,STEELE, MARCY MASTER,BLACK KNIGHT IV/PROF,NELSON, FRANKLIN FOG,ZARRKO, ARTHUR,FALCON/SAM WILSON,PRINCESS PYTHON/ZELD,PORCUPINE/ALEX GENTR,DAREDEVIL/MATT MURDO,CLOWN/CRAFTY ELIOT F,MANDARIN,KRAKEN,SAPRISTI, JERRY,QUILL"
"CODY, GARY","HOGUN [ASGARDIAN],SHADOWCAT/KATHERINE ,BOX IV/MADISON JEFFR,CYCLOPS/SCOTT SUMMER,AURORA/JEANNE-MARIE ,WOLVERINE/LOGAN ,SHAMAN/MICHAEL TWOYO,PUCK/EUGENE MILTON J,CORSAIR,MACTAGGERT, MOIRA KI,GREY, DR. JOHN,STARBOLT,ARAKI [SHI'AR],GREY, ELAINE,SASQUATCH II,MANIKIN/DR. WHITMAN ,HULK/DR. ROBERT BRUC,GUARDIAN/JAMES MACDO,MR. FANTASTIC/REED R,CH'OD,STORM/ORORO MUNROE S,PHOENIX II,HUDSON, HEATHER,NORTHSTAR/JEAN-PAUL ,MAM'SELLE HEPZIBAH,PERSUASION/KARA KILL,BOX/ROGER BOCHS,SASQUATCH/WALTER LAN,BANSHEE/SEAN CASSIDY,CLARKE, GENERAL JERE,SAGITTARIUS II/,COLOSSUS II/PETER RA,SNOWBIRD/NARYA/ANNE ,NIGHTCRAWLER/KURT WA,LOCKHEED,PROFESSOR X/CHARLES ,CHASIN, MAJOR,CR'REEE"
"COFFIN, RAY","FURY, COL. NICHOLAS ,DUGAN, TIMOTHY ALOYI,BLAZE, ROXANNE SIMPS,CAPTAIN UNIVERSE/STE,GHOST RIDER II/JOHNN"
"COFFIN, WARDEN JOHNS","WHITE QUEEN/EMMA FRO,SKIN/ANGELO ESPINOSA,CHAMBER/JONOTHON STA,PENANCE/MONET ST. CR,SOMERS, JOHNATHAN,BANSHEE/SEAN CASSIDY,JUBILEE/JUBILATION L"
"COHEN, IZZY","BUCKY/BUCKY BARNES,FURY, COL. NICHOLAS ,RALSTON, SENATOR ROB,PINKERTON, PERCIVAL ,CAPTAIN AMERICA,DUGAN, TIMOTHY ALOYI,JONES, GABE,MANELLI, DINO,MCGIVENEY, BULL,HAWLEY, PAMELA"
"COLE, LYNETTE","FURY, COL. NICHOLAS ,WILD CHILD/KYLE GIBN"
COMBAT/,"FONDOZZI, MICKEY,TEQUILA/,ROC/,MICROCHIP/LINUS LIEB,CANE/,PUNISHER II/FRANK CA,CARBONE, ROSALIE,STILETTO II/"
COMET/HARRIS MOORE,"BURLEY, MIKE,DR. SUN,NOVA-PRIME,CORRUPTOR/JACKSON DA,RIDER, ROBERT ROBBIE,RIDER, CHARLES,CRIMEBUSTER/FRANK MO,NOVA/RICHARD RIDER,PROTECTOR III/,DIAMONDHEAD/DYKER,QUASIMODO,ROM, SPACEKNIGHT,TORPEDO III/BROCK JO,RIDER, GLORIA,CLARK, JOHN,ADORA,POWERHOUSE/RIEG DAVA,SPHINX,CLARK, SARAH"
COMMANDER BLAZE,"FURY, COL. NICHOLAS ,BLACK PANTHER/T'CHAL,HARRIER,NIGHT THRASHER/DUANE,RAGE/ELVIN DARYL HAL"
COMMANDER COURAGE/,"IGOR,CONSTRICTOR/FRANK PA,MIKHLO,SHIP,BEAST/HENRY &HANK& P,ICEMAN/ROBERT BOBBY ,CYCLOPS/SCOTT SUMMER,ANGEL/WARREN KENNETH,RED GHOST/IVAN KRAGO,PEATOR,NYLES, JENNIFER"
CONDOR,"BURLEY, MIKE,SAYGE,RIDER, ROBERT ROBBIE,RIDER, CHARLES,NOVA/RICHARD RIDER,JAYE-FIRESTONE, GING,DIAMONDHEAD/DYKER,COOPER, ROGER CAPS,FIREFLY,DOVER, DONNA-LEE,RIDER, GLORIA,MAXOV,DILLON, BERNIE,POWERHOUSE/RIEG DAVA,SPHINX"
"CONKLIN, CAPT.","ENCHANTRESS/AMORA/HE,HEIMDALL [ASGARDIAN],VIZIER,RUIZ, RIGGER,MASTERSON, KEVIN,BLOODAXE/JACKIE LUKU,STONE, LT. MARCUS,THOR/DR. DONALD BLAK,JACKSON, ANDREW JOCK,ODIN [ASGARDIAN],RASSITANO, MAD DOG,STEELE, MARCY MASTER,HERCULES [GREEK GOD],VOLSTAGG,AUSTIN, SUSAN,MAJOWSKI, SAM MOTHER,KARNILLA [ASGARDIAN],PILEDRIVER II/BRIAN ,FANDRAL [ASGARDIAN]"
"CONOVER, REV. WILLIA","STORM/ORORO MUNROE S,COLOSSUS II/PETER RA,S'YM,DAZZLER II/ALLISON B,LONGSHOT,ROGUE /,GATEWAY,WOLVERINE/LOGAN ,CONOVER, HANNAH,HAVOK/ALEX SUMMERS ,SUMMERS, MADELYNE MA,PSYLOCKE/ELISABETH B"
"CONRAD, LUTHER DUTCH","RED SKULL/JOHANN SCH,HAUPTMANN DEUTSCHLAN"
"CONTRARES, ANASTASIA","FEIFFER, DEPUTY BEAU,LONGBOW, DESIREE,HOWLER II/ZED,HUMAN TORCH/JOHNNY S,QUINN, MIRANDA/M'RYN,INVISIBLE WOMAN/SUE ,THING/BENJAMIN J. GR,OBLITERATOR II,MR. FANTASTIC/REED R,QUINN, MR."
"COOPER, WHITNEY III","SLEEPWALKER,SHERIDAN, RICHARD RI,SMITH, COL. TOLLIVER,THING/BENJAMIN J. GR,HUDDLESTON, PROF.,UPLINK/HECTOR FUENTE,MISSING LINK II/RAY ,MR. FX/,FONG, DR. CHARLES WA,WIRETAP/,CONOVER, ALYSSA,CUFFS/,NIGHTSTICK/,DEATHLOK III/MICHAEL,RAMBO,8-BALL/,WEAK LINK/ERNIE MILL,MR. FANTASTIC/REED R,BOOKWORM/NELSON GRUB,COBWEB,SPECTRA/SELENA SLATE"
COPPERHEAD IV/,"DAREDEVIL/MATT MURDO,GLADIATOR/MELVIN POT,KINGPIN/WILSON FISK"
COPPERHEAD/LAWRENCE,"BLACK WIDOW/NATASHA ,NELSON, FRANKLIN FOG,PETROVITCH, IVAN,DAREDEVIL/MATT MURDO,SMITH, DR. ARMSTRONG"
COPYCAT/VANESSA,"FURMINTZ, HARMON,JUSTICE II/VANCE AST,CHORD, ANDREW,FIRESTAR/ANGELICA JO,RED GUARDIAN V,SHADOW KING/AMAHL FA,PIECEMEAL/GILBERT BE,NAMORITA/NITA PRENTI,JARVIS, EDWIN ,BLACK TOM CASSIDY,RED GHOST/IVAN KRAGO,ABSORBING MAN/CARL C,ROSS, EVERETT KENNET,MARIONETTE/MARI,GIDEON,TOAD/MORTIMER TOYNBE,SAURON/DR. KARL LYKO,HUMP/,W'KABI,SHATTERSTAR II/GAVEE,THUNDERBIRD II/JAMES,SUMMERS, NATHAN CHRI,SPIDER-MAN/PETER PAR,FURY, COL. NICHOLAS ,KILLMONGER, ERIC/N'J,HARNESS/ERIKA BENSON,NIGHT THRASHER/DUANE,SILHOUETTE,SKIDS/SALLY BLEVINS,BUG,TAKU,THORNN II/LUCIA CALL,ECLECTA/,ZURI,TEMPO,CONSTRICTOR/FRANK PA,JUGGERNAUT/CAIN MARK,LEGION II/DAVID HALL,SAUL,POLARIS/LORNA DANE,JOSHUA, DR. SEGISMUN,TASKMASTER,TOLLIVER,LEECH,GRIZZLY II/THEODORE ,WEAPON X II/GARRISON,ZERO,CARGIL/JOANNA CARGIL,RANN, COMMANDER ARCT,DA COSTA, EMMANUEL,DEADPOOL/JACK/WADE W,PYRO/ALLERDYCE JOHNN,CYCLOPS/SCOTT SUMMER,BLOB/FRED J. DUKES,WILDSIDE,PYRON/,FERAL/MARIA CALLASAN,NOVA/RICHARD RIDER,WASP/JANET VAN DYNE ,BRUTE II/,MACTAGGERT, MOIRA KI,IRON MAN/TONY STARK ,CORSAIR,PROTEUS II,KAMIKAZE,MADDICKS, ARTHUR ART,CANNONBALL II/SAM GU,RICTOR/JULIO ESTEBAN,ROSEN, WALTER,CAPTAIN BRITAIN/BRIA,WENDIGO III/FRANCOIS,SUNSPOT/ROBERTO DACO,TRIATHLON/DELROY GAR,PREYY,MALICE V/NAKIA,HUMBUG/PROF. B. MITT,STROBE/,SPEEDBALL/ROBBIE BAL,STINGER III/,CRULE,ACHEBE, REVEREND DOC,CAPTAIN AMERICA,PICO,BLACK PANTHER/T'CHAL,DOMINO III/BEATRICE/,BALABAN/,SIRYN/THERESA ROURKE,TYPHOID MARY/MARY ME,ICEMAN/ROBERT BOBBY ,DIRTY WOLFF,HAYDEN,BOOMER/TABITHA SMITH,BRIDGE, GEORGE WASHI,MASQUE,MULTIPLE MAN/JAMES A,FOREARM,REAPER II,BEAST/HENRY &HANK& P,PHANTAZIA/,STUART, BRIG. ALYSAN,MARVEL GIRL/JEAN GRE,STRYFE,FIREFIST/RUSTY COLLI,SHE-HULK/JENNIFER WA"
"CORBEAU, DR. PETER","CEREBRO,CAPTAIN MARVEL II/MO,MAGRUDER, ALLIE,ARBOGAST, BAMBI,MODT,WOLVERINE/LOGAN ,BLACK TOM CASSIDY,RAZA LONGKNIFE,JONES, RICHARD MILHO,LEE, STAN,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,MARROW/SARAH ,ORACLE/LADY SIBYL,X-MAN/NATHAN GREY ,CENTURY,LILANDRA NERAMANI [S,GREY, ELAINE,TOAD/MORTIMER TOYNBE,CARTER, JIMMY,EGO,GLADIATOR II,REINMAN, PAULA,NIGHTCRAWLER/KURT WA,ROGUE /,DAYTRIPPER/AMANDA SE,HILARY,GROTESK,CR'REEE,WHITE KING,TESSA,DUGAN, TIMOTHY ALOYI,CYCLOPS/SCOTT SUMMER,SETH III,HOGAN, HAROLD J. HAP,WASP/JANET VAN DYNE ,RAPTURE/SISTER JOY,O'DONNELL, EAMON,BLACK KING/SEBASTIAN,SMASHER IV,CORSAIR,SPEEDBALL/ROBBIE BAL,STORM/ORORO MUNROE S,VANGUARD/NICOLAI KRY,MAM'SELLE HEPZIBAH,MASTERMIND/JASON WYN,DARKSTAR/LAYNIA SERG,BLOOD BROTHERS,THOR/DR. DONALD BLAK,THUNDERBIRD III/NEAL,COLOSSUS II/PETER RA,KELLY, SEN. ROBERT E,BEAST/HENRY &HANK& P,MARVEL GIRL/JEAN GRE,HAWK,SUPREME INTELLIGENCE,QUASAR III/WENDELL V,TRASK, LAWRENCE LARR,D'KEN [SHI'AR],ATLAS,SERSI/SYLVIA,JARVIS, EDWIN ,JARELLA,GREY, DR. JOHN,PUNISHER II/FRANK CA,LELAND, HARRY,CRUX/CRISTAL LEMIUEX,SALVO,WILSON, JIM,FURY, COL. NICHOLAS ,KIRBY, JACK,CHAOS/DANIEL DASH,VISION ,ANT-MAN/DR. HENRY J.,ROSS, GEN. THADDEUS ,ANGEL/WARREN KENNETH,ROSSI, COL. MICHAEL ,SENTINELS,JUGGERNAUT/CAIN MARK,PROFESSOR X/CHARLES ,LANE, LOIS,SILVER SURFER/NORRIN,TURBO II (A)/MICHIKO,USAGENT/CAPTAIN JOHN,NOVA/RICHARD RIDER,SPRAGG,IRON MAN/TONY STARK ,ASTRA,KUTUZOV, COL.,ARAKI [SHI'AR],JAHF,HUNTER/JAEGER,DE LA FONTAINE, CONT,TRIATHLON/DELROY GAR,HULK/DR. ROBERT BRUC,FREEMAN, DUANE JEROM,MR. FANTASTIC/REED R,PHOENIX II,CAPTAIN AMERICA,BLACK PANTHER/T'CHAL,FIRELORD/PYREUS KRIL,BANSHEE/SEAN CASSIDY,SAROYAN, NEAL,REYES, DR. CECELIA,DMITRI,VANISHER,FALCON/SAM WILSON,MOCKINGBIRD/DR. BARB,CHALMERS, JUDGE ROBE,DAREDEVIL/MATT MURDO,MESMERO,KENT, CLARK,ZIMMER, ABE,LANG, DR. STEVEN,BANNER, BETTY ROSS T"
CORDITE,"BOMBADIER/,LIZARD/DR. CURTIS CO,PURL, DR. NOAH,STAMPEDE/,SHOT/,SPIDER-MAN CLONE/BEN,FLARE/,SHELL/,CLASH/,ARMSTRONG, ?"
"CORTES, MARIA PILAR","STORM/ORORO MUNROE S,TESSA,VARGAS,ROGUE /,BISHOP /,THAIS,THUNDERBIRD III/NEAL,BEAST/HENRY &HANK& P,SANDOVAL, DIEGO"
COTTONMOUTH,"CAGE, LUKE/CARL LUCA,TEMPLE, CLAIRE,MORGAN"
"COWEN, BUCK","MOUSE,ENFORCER/DELAZNY,DRUMM, JERICHO,SPIDER-MAN/PETER PAR,DANSEN MACABRE,CAT II,BROTHER VOODOO/DANIE,MOCKINGBIRD/DR. BARB,MCCABE, LINDSAY,IRON MAN/TONY STARK ,LE FEY, MORGAN,COWEN, ELAINE,TOPAZ,BANCROFT, MARTINE,SHROUD/MAXIMILLIAN Q,RUSSELL, LISSA,TABOO,WEREWOLF BY NIGHT/JA"
"COWEN, ELAINE","IRON MAN/TONY STARK ,ENFORCER/DELAZNY,MOON KNIGHT/MARC SPE,TOPAZ,COWEN, BUCK,RUSSELL, LISSA,WEREWOLF BY NIGHT/JA,MCCABE, LINDSAY"
"CRAWLEY, BETRAND","ALRAUNE, MARLENE,SAMUELS,SPIDER-MAN/PETER PAR,FRENCHIE/JEAN-PAUL D,NEDDA,VANKIN, JONATHAN,ROBERTSON, JOE,INVISIBLE WOMAN/SUE ,WHITE DRAGON II,LANDERS, RICKY,THING/BENJAMIN J. GR,BLACK SPECTRE/CARSON,HOBGOBLIN V/JASON PH,IRON MAN/TONY STARK ,MOON KNIGHT/MARC SPE,DAREDEVIL/MATT MURDO,MORPHEUS/ROBERT MARK,LANDERS, GENA,LANDERS, RAY,LEEDS, BETTY BRANT,FLINT, LT.,STAINED GLASS SCARLE,WEREWOLF BY NIGHT/JA,CHANG, DR. PHILLIP,BUSHMAN, RAOUL"
"CREED, GRAYDON | MUT","SUMMERS, SCOTT III |,ROGUE | MUTANT X-VER,ICE-MAN | MUTANT X-V,SHADOWCAT | MUTANT X,CAPTAIN AMERICA | MU,BRUTE | MUTANT X-VER,CEREBRO MARK XIII | ,SUNFIRE/SHIRO YASHID,BLACK KING/SEBASTIAN"
CRIMSON DYNAMO III/A,"IGOR,BLACK LAMA,MODOK/GEORGE TARLETO,FIREBRAND/GARY GILBE,THINKER,SITWELL, JASPER,RADIOACTIVE MAN/DR. ,JARVIS, EDWIN ,IRON MAN III/EDDIE M,WASP/JANET VAN DYNE ,RED GHOST/IVAN KRAGO,STARK, MORGAN,MIDAS,IRON MAN/TONY STARK ,SCARLET WITCH/WANDA ,HOGAN, VIRGINIA PEPP,MADAME MASQUE/GIULIE,RODGERS, MARIANNE,EBONY,UNICORN/MYLOS MASARY,LIBRA/GUSTAV BRANDT,SWORDSMAN/JACQUES DU,CAPTAIN AMERICA,MIKHLO,VISION ,THOR/DR. DONALD BLAK,CORD, JANICE,SLASHER II,PEATOR,HAWK,TITANIUM MAN/BORIS B"
"CROSS, HAROLD","SLEEPWALKER,LOVEJOY, FRANKLIN,SHERIDAN, RICHARD RI,SMITH, COL. TOLLIVER,RAMBO,PEREZ, DET. CECILIA,LULLABY/FELICITY HOP"
CROSS/,"FALLON, MEG,FIRESTAR/ANGELICA JO,AVALANCHE/DOMINIC PE,MYSTIQUE/RAVEN DARKH,FITCH/,PYRO/ALLERDYCE JOHNN,FALLON, HOWARD,BLOB/FRED J. DUKES,SPIRAL"
CROSSBOW,"NELSON, FRANKLIN FOG,NELSON, DEBBIE HARRI,DAREDEVIL/MATT MURDO,BLAKE, BECKY,KINGPIN/WILSON FISK"
CROTUS,"DAGGER/TANDY BOWEN,NIGHTCRAWLER/KURT WA,BOOMER/TABITHA SMITH,CLOAK/TYRONE JOHNSON,SUNSPOT/ROBERTO DACO,BOWEN, FATHER MICHAE,CARLISLE, PHILLIP,MIRAGE II/DANIELLE M,GOSAMYR,MAYHEM/DET. BRIGID O,MEGGAN,WARLOCK III"
"CROWE, GERONIMO","MEGA MAX/,SIRYN/THERESA ROURKE,WOLVERINE/LOGAN ,CARGO"
CROWN,"SPIDER-MAN/PETER PAR,LANNING, DR.,FIELDS, MARJORIE,SHOC/NEIL AIKEN,LEEDS, BETTY BRANT,STACY, JILL,FIELDS, TODD,WATSON-PARKER, MARY ,WATSON, ANNA,THOMPSON, EUGENE FLA"
"CURSON, LT. TARA","CARVER,SPIDER-MAN/PETER PAR,FUGUE,WOLVERINE/LOGAN ,MOLE MAN/HARVEY RUPE"
