hero,connection
CAPTAIN UNIVERSE/STE,"DUGAN, TIMOTHY ALOYI,COFFIN, RAY,BLAZE, ROXANNE SIMPS,GHOST RIDER II/JOHNN"
"CARDENAS, PACO","SNAKEBITE/,SINCLAIR, MORGAN,BATROC/GEORGES BATRO,PUNISHER II/FRANK CA,RAPIDO"
"CARLISLE, JENNA","BEACH, GINGER"
CARNAGE/CLETUS KASAD,"LUMPKIN, WILLIAM WIL,CAPUTO, DR. JULIA,MEDEA,TRAVELLER, DR. JUDAS,BOOMERANG/FRED MYERS,SILVER SABLE,SPIDER-MAN CLONE/BEN,PARKER, MAY,SCRIER II/,TREVANE, DET. CONNOR,RAVEN, LT. JACOB,BLASTAAR,STACY, ARTHUR,CARRADINE, JESSICA J,SPIDER-MAN/PETER PAR,WILD WHIP,JAMESON, J. JONAH,JAMESON, MARLA MADIS,CHAMELEON/DMITRI SME,ROBERTSON, JOE,JAMESON, COL. JOHN ,HAMMER, JUSTIN,WATSON-PARKER, MARY ,MR. NACHT,VERMIN/EDWARD WHELAN,DAREDEVIL/MATT MURDO,HUMAN TORCH/JOHNNY S,VENOM/EDDIE BROCK,GREEN GOBLIN/NORMAN ,URICH, BEN,SPERZEL, ANTON,SPIDERCIDE,STACY, JILL,DUSK,CHAKRA,WATSON, ANNA,KAINE,TILBY, TRISH/PATRICI,KAFKA, DR. ASHLEY,KINGPIN/WILSON FISK"
CARRION II/MALCOLM M,"CAPUTO, DR. JULIA,SPIDER-MAN/PETER PAR,SHRIEK/SANDRA DEEL/F,TRAVELLER, DR. JUDAS,CARNAGE/CLETUS KASAD,JAMESON, J. JONAH,TOMBSTONE/LONNIE THO,ROBERTSON, JOE,PARKER, MAY,WATSON-PARKER, MARY ,SWANN, DR. EVAN,MERCADO, JOY,ARRANGER/,URICH, BEN,STUNNER/ANGELINA BRA,MCBRIDE, BEATRICE,LOBO, EDUARDO,KAFKA, DR. ASHLEY,LOCKER, MR."
CARRION III/DR. WILL,"ROBERTSON, JOE"
CASPER,"SUMMERS, NATHAN CHRI,DARK MOTHER/FINALITY,BRIDGE, GEORGE WASHI,MERRYWEATHER, IRENE,AUSTIN, GEN.,DEUTSCH, GEN.,BEAST/HENRY &HANK& P,PROFESSOR X/CHARLES ,WENDY,MARVEL GIRL/JEAN GRE,SPOOKY"
"CASSADA, ROSA","BLACK WIDOW/NATASHA ,BEETLE/ABNER RONALD ,BOOMERANG/FRED MYERS,ROCKET RACER/ROBERT ,SLOAN, DR.,SANDMAN/WILLIAM BAKE,SILVER SABLE,FANCY DAN,SERSI/SYLVIA,BLACK FOX II/,THING/BENJAMIN J. GR,LIZARD/DR. CURTIS CO,RHINO,SWANN, DR. EVAN,CYBORG X/,SCHEMER/RICHARD FISK,THOMPSON, EUGENE FLA,CASSADA, ROBERTO,SPIDER-MAN/PETER PAR,CASSADA, MICHAEL,JAMESON, J. JONAH,VISION ,ELECTRO/MAX DILLON,THOR/DR. DONALD BLAK,LEEDS, NED,HOBGOBLIN V/JASON PH,WATSON-PARKER, MARY ,TRAPSTER/PETER PETRU,BANKS, SHARON,CASSADA, CARLOS,ARRANGER/,URICH, BEN,LEEDS, BETTY BRANT,HYDROMAN/MORRIE BENC,SHE-HULK/JENNIFER WA,QUASAR III/WENDELL V"
CAT MAN/HORGAN,"BEERE, JASON,PAGE, KAREN,CAPTAIN AMERICA,FROG MAN/FROG LE BLA,SPYMASTER/JAKE JORDA,HARRIS, BERNARD,VISION ,ANT-MAN/DR. HENRY J.,CYCLOPS/SCOTT SUMMER,BANSHEE/SEAN CASSIDY,IRON MAN/TONY STARK ,COLOSSUS II/PETER RA,NELSON, FRANKLIN FOG,NELSON, DEBBIE HARRI,SCARLET WITCH/WANDA ,MADAME MASQUE/GIULIE,DRAGONFLY/VERONICA D,APE MAN/GORDON MONK ,DAREDEVIL/MATT MURDO,BIRD MAN/HENRY HAWK,PROFESSOR X/CHARLES ,COUNT NEFARIA, LUCHI,DEATH-STALKER"
CATHODE/,"PALADIN/PAUL DENNIS,QUENTINO,AGENT-X/,TURK II,SANDMAN/WILLIAM BAKE,DEATHLOK III/MICHAEL,POWELL,SILVER SABLE,CRIPPLER/KARL STRIKL,SNARE,KLEINFELDT, LORNA"
CEREBRITE BETA,"STORM/ORORO MUNROE S,GAMBIT/REMY LEBEAU ,CEREBRITE ALPHA,BLOB/FRED J. DUKES,WOLVERINE/LOGAN ,MAJCOMB, RENEE,MIMIC/CALVIN RANKIN,MARROW/SARAH ,NIGHTCRAWLER/KURT WA,POSITRON/RONNIE,ROGUE /,NINA,PROFESSOR X/CHARLES ,TOAD/MORTIMER TOYNBE"
CEREBRO,"STORM/ORORO MUNROE S,KOPPISCH, DR. ERIC,CHAOS/DANIEL DASH,GAMBIT/REMY LEBEAU ,SHADOWCAT/KATHERINE ,CEREBRITE ALPHA,REYES, DR. CECELIA,WOLVERINE/LOGAN ,COOPER, DR. VALERIE,MAJCOMB, RENEE,RAPTURE/SISTER JOY,MERCURY III/,COLOSSUS II/PETER RA,MARROW/SARAH ,REINMAN, PAULA,NIGHTCRAWLER/KURT WA,ROGUE /,CRUX/CRISTAL LEMIUEX,NINA,PROFESSOR X/CHARLES ,CEREBRITE BETA,LANDSLIDE II/LEE BRO,GREY KING/ADDISON FA"
"CHADWICK, CHEER","RAMSHOT/,CAPTAIN AMERICA,MOONSTONE II/KARLA S,INGOT/,FALCON/SAM WILSON,SCREAMING MIMI/MELIS,WATCHFIRE/,JOLT/HALLIE TAKAHAMA,CHADWICK, DR. HESPER,SCARUM/,FIELDSTONE/,CITIZEN V II/HELMUT ,HAWK,GLOUCESTER,TAUREY, WILLIAM MALC"
CHAINSAW/,"FONDOZZI, MICKEY,STRUCKER, ANDREA,FRENCHIE/JEAN-PAUL D,TOMBSTONE/LONNIE THO,BUSHWACKER/CARL,NOMAD III/JACK MONRO,LEGS/,BUCKY VI/,SILVERMANE/SILVIO MA,WORD II/,MICROCHIP/LINUS LIEB,TATSU'O,VON STRUCKER, WERNER,VIPER II,PUNISHER II/FRANK CA,DAREDEVIL/MATT MURDO,STRUCKER, ANDREAS,ALRAUNE, MARLENE"
"CHALIZ, HAZRAM","MAGUIRE,WALTERS, BILLY,SPIDER-MAN/PETER PAR,CONUNDRUM/,JAMESON, J. JONAH,GREEN GOBLIN/NORMAN ,JACK O'LANTERN II/MA,LEEDS, BETTY BRANT,CHALIZ, TABRIAZ,WATSON-PARKER, MARY ,HILLIARD, JACOB,THOMPSON, EUGENE FLA,CHALIZ, SHANAZ RAYNA"
CHAMBER/JONOTHON STA,"MISS SACCHARINE,SLAUGHTER II/CONSTAN,GUTHRIE, JOELLE,WOLVERINE/LOGAN ,MASTER MOLD II,HAVOK/ALEX SUMMERS ,BLACK TOM CASSIDY,THING/BENJAMIN J. GR,WOLVERINE SKRULL,MARROW/SARAH ,FATALE/PAMELA GREENW,ST. CROIX, NICOLE,MISTY/VINCENTE,X-MAN/NATHAN GREY ,DEVERAUX, INSPECTOR ,CORSI, TOM,EDGERTON, GAYLE,BRAWN, HUNTER,WHITE QUEEN/EMMA FRO,GAIA,D.O.A.,BRAINY,SPIKEY,BANNERJEE, DR.,NIGHTCRAWLER/KURT WA,STINKY,HUSK/PAIGE GUTHRIE,LEECH,THOMAS, DR. STAN,OMEGA RED/ARKADY ROS,BUMPKIN,D'SPAYRE,TOKEN,SHAW, SHINOBI,O'DONNELL, EAMON,M,JET-BLACK/,MONDO II,MADDICKS, ARTHUR ART,CANNONBALL II/SAM GU,VESSEL,SUNSPOT/ROBERTO DACO,DRACULA/VLAD TEPES,GANCE, TABITHA TABBY,STORM/ORORO MUNROE S,SUGAR MAN,MONDO,GAMBONNO, ERNESTO,SYNCH/EVERETT THOMAS,MEMBRAIN/,GAMBIT/REMY LEBEAU ,DOMINO III/BEATRICE/,SIRYN/THERESA ROURKE,DARK BEAST/HENRY MCC,NIGHTWIND/,GREASY,WATSON-PARKER, MARY ,HEMINGWAY,GIL,COLOSSUS II/PETER RA,ALBERT,SWITZLER, BEVERLY,ST. CROIX, CLAUDETTE,FROST, ADRIENNE,BOOMER/TABITHA SMITH,RINGMASTER/MAYNARD T,KHYBER/,AUTHIER, POLICE CHIE,BEAST/HENRY &HANK& P,JUBILEE/JUBILATION L,EENY,SPOILSPORT/,MISTER CLEAN,DIRT NAP,SKIN/ANGELO ESPINOSA,LANIEGE, BIANCA,BISHOP /,THOMAS, IDA,COFFIN, WARDEN JOHNS,ORPHAN-MAKER/PETER,THOMAS, KIM HO TWAE,TRASK,SOMERS, JOHNATHAN,ELWOOD,GAMBONNO, LUIGI,PENANCE/MONET ST. CR,SINGH, DR.,GRANDE DAME,FEVER PITCH/,CHIMERA II,RICHARDS, FRANKLIN B,ANGEL/WARREN KENNETH,PALADIN/PAUL DENNIS,NETTLES,SNOWBIRD/NARYA/ANNE ,JUGGERNAUT/CAIN MARK,DE LA COURTE,NANNY II,PROFESSOR X/CHARLES ,DELACORTE, ARTHUR,MURMUR/,WINDY,AUTHIER, TRACY TRACE,VINCENTE/,ST. CROIX, CARTIER,TURBO II (A)/MICHIKO,FROST, CORDELIA,PUCK/EUGENE MILTON J,MACTAGGERT, MOIRA KI,LEGAULT,M-PLATE,HARMONY,BRAWN, TRISTAN,GATEWAY,KANE, SUGAR,BRUTO THE STRONGMAN/,NOY,BULWARK/,ICEMAN/ROBERT BOBBY ,BANSHEE/SEAN CASSIDY,BARRINGTON,CYCLOPS II,TIMMONS,PIERCE, DONALD,WARPY,PRINCESS PYTHON/ZELD,EMPLATE/MARIUS ST. C,CLOWN/CRAFTY ELIOT F,BLURRY,PENANCE III,GUTHRIE, JOSH"
CHAMELEON/DMITRI SME,"KAFKA, DR. ASHLEY,CAPUTO, DR. JULIA,LUMPKIN, WILLIAM WIL,KATZENBERG, NICK,TALBOT, GLENN,ROBERTSON, AMANDA,TOMBSTONE/LONNIE THO,LOBO, CARLOS,JARELLA,MAGUIRE,PUMA/THOMAS FIREHEAR,KNOCKOUT,LOBO, EDUARDO,GRAVITON/FRANK HALL,THOMPSON, EUGENE FLA,SPIDER-MAN/PETER PAR,SHRIEK/SANDRA DEEL/F,ROBERTSON, RANDY,ROBERTSON, JOE,LEEDS, NED,ROSS, GEN. THADDEUS ,BLACK CAT/FELICIA HA,HAMMERHEAD,TRAPSTER/PETER PETRU,BLOODLUST,CAESAR, JONATHAN,CHEKOV, ARTHUR ANTON,JONES, SANDY,URICH, BEN,LEEDS, BETTY BRANT,WATSON, ANNA,TITANIA II/MARY SKEE,OSBORN, NORMIE,KRAVEN THE HUNTER/SE,CARNAGE/CLETUS KASAD,SANDMAN/WILLIAM BAKE,GRIZZLY/MAXWELL MARK,WATSON, KRISTY,SPIDER-MAN CLONE/BEN,PARKER, MAY,GRANT, GLORIA GLORY,SCRIER II/,LEADER/SAM STERNS,POWER MAN/ERIK JOSTE,CUSHING, KATE,TRACER,SWANN, DR. EVAN,HUMBUG/PROF. B. MITT,MERCADO, JOY,HULK/DR. ROBERT BRUC,LUBENSKI, NATE,CAPTAIN AMERICA,JAMESON, J. JONAH,CARDIAC/DR. ELI WIRT,JACK O'LANTERN II/MA,JAMESON, COL. JOHN ,HAMMER, JUSTIN,WATSON-PARKER, MARY ,RANSOME, DR. SUSAN,BANNON, LANCE,ROBERTSON, MARTHA,OSBORN, LIZ ALLAN,WARREN, MR.,VERMIN/EDWARD WHELAN,TARANTULA II/CAPT. L,BANNER, BETTY ROSS T,OSBORN, HARRY,MEDEA,KINGPIN/WILSON FISK"
CHANCE,"ARIEL II,MAGNETO/MAGNUS/ERIC ,CYPHER/DOUG RAMSEY,MAGIK/ILLYANA RASPUT,SIRYN/THERESA ROURKE,ICEMAN/ROBERT BOBBY ,VANISHER,MIRAGE II/DANIELLE M,MAGMA/AMARA AQUILLA/,MACTAGGERT, MOIRA KI,DEVIL DINOSAUR,WOLFSBANE/RAHNE SINC,BOOMER/TABITHA SMITH,MULTIPLE MAN/JAMES A,SUNSPOT/ROBERTO DACO,BEAST/HENRY &HANK& P,MOONBOY,KARMA/XI'AN COY MANH,WARLOCK III"
CHANCE II/NICHOLAS P,"ROCKET RACER/ROBERT ,BOOMERANG/FRED MYERS,PLANTMAN/SAM SMITHER,POLESTAR/,SPIDER-MAN CLONE/BEN,PARKER, MAY,BLACK FOX II/,GRANT, GLORIA GLORY,MERCADO, JOY,GRAVITON/FRANK HALL,LUBENSKI, NATE,VULTURE/ADRIAN TOOME,SPIDER-MAN/PETER PAR,HOBGOBLIN II/RODERIC,JOHNSMEYER, JAMES,JAMESON, J. JONAH,JAMESON, MARLA MADIS,CARDIAC/DR. ELI WIRT,ROBERTSON, JOE,MOONSTONE II/KARLA S,CARDINAL/CLEMDENON,WIDDOWS, SGT.,WRECKER III/DIRK GAR,ELLIS, KEN,CAPTAIN MARVEL III/G,DRAKE, CARLTON,PROWLER/HOBIE BROWN,JONES, SANDY,KINGPIN/WILSON FISK"
CHANGELING,"KA-ZAR/KEVIN PLUNDER,ARNSTROM,SHADOWCAT/KATHERINE ,CRYSTAL [INHUMAN],CYCLOPS/SCOTT SUMMER,BLOB/FRED J. DUKES,THING/BENJAMIN J. GR,SOUTHERN, CANDY,HAVOK/ALEX SUMMERS ,MEGGAN,JACK O'DIAMONDS,UNUS THE UNTOUCHABLE,CAPTAIN BRITAIN/BRIA,LELAND, HARRY,MR. FANTASTIC/REED R,STUART, DR. ALISTAIR,MASTERMIND/JASON WYN,MERLIN,CYPHER/DOUG RAMSEY,ICEMAN/ROBERT BOBBY ,PHOENIX III/RACHEL S,BANSHEE/SEAN CASSIDY,VANISHER,ANGEL/WARREN KENNETH,AVIA,MUTANT MASTER,KRUEGER,TOWER, BLAKE,POLARIS/LORNA DANE,BEAST/HENRY &HANK& P,PROFESSOR X/CHARLES ,MARVEL GIRL/JEAN GRE,GROTESK,SHE-HULK/JENNIFER WA,MAHKIZMO"
CHARLIE,"THUNDERBIRD II/JAMES,BOOMER/TABITHA SMITH,CANNONBALL II/SAM GU,BEDLAM/JESSE AARONSO,DOMINO III/BEATRICE/,ABEL,TRAVELER"
"CHATTERTON, DAVE","HOLDEN, DR. SAMUEL,REJECT/RAN-SAK [DEVI,IKARIS/IKE HARRIS [E,KARKAS [DEVIANT],SUB-MARINER/NAMOR MA,MAKKARI/MIKE KHARY/I,SERSI/SYLVIA,ZURAS,DAMIAN, MARGO,CATAPHRAX,GHAUR [DEVIANT],FORGOTTEN ONE/GILGAM,KHORYPHOS [ETERNAL],AHQLAU,YRDISIS,CYBELE [ETERNAL],THENA,KINGO SUNEN [ETERNAL,DREAMING CELESTIAL/T,PHASTOS [ETERNAL],KRO [DEVIANT]"
CHEETAH,"EL JAGUAR,HUMAN TORCH/JOHNNY S,RONAN THE ACCUSER [K,CENTURY, TURNER D.,CAPTAIN MARVEL/CAPTA,SENTRY 459,SHELLSHOCK/,SCOURGE,JONES, RICHARD MILHO,FOOLKILLER II/GREG S"
"CHEKOV, ARTHUR ANTON","RANDI,BAMBI,KATZENBERG, NICK,WATSON, KRISTY,PARKER, MAY,LOBO, CARLOS,FOREIGNER/RAFAEL BAS,GRANT, GLORIA GLORY,CUSHING, KATE,DR. OCTOPUS/OTTO OCT,PUMA/THOMAS FIREHEAR,SWANN, DR. EVAN,MARTHA,MERCADO, JOY,SCHEMER/RICHARD FISK,TAYLOR, JENNA,BEYONDER,GRAVITON/FRANK HALL,THOMPSON, EUGENE FLA,CANDY,CHANG, DR. PHILLIP,LUBENSKI, NATE,VULTURE/ADRIAN TOOME,SPIDER-MAN/PETER PAR,HOBGOBLIN II/RODERIC,JAMESON, J. JONAH,SOPHIE,ELECTRO/MAX DILLON,CHAMELEON/DMITRI SME,ROBERTSON, JOE,LEEDS, NED,INVISIBLE WOMAN/SUE ,PALERMO, VICTOR,BLACK CAT/FELICIA HA,HOBGOBLIN V/JASON PH,RICHARDS, FRANKLIN B,WATSON-PARKER, MARY ,BANNON, LANCE,HAMMERHEAD,OSBORN, LIZ ALLAN,DAREDEVIL/MATT MURDO,CAESAR, JONATHAN,VENOM/EDDIE BROCK,ARRANGER/,URICH, BEN,TASKMASTER,LEEDS, BETTY BRANT,PALERMO, HARRIET ROS,WATSON, ANNA,MYSTERIO/QUENTIN BEC,HYDROMAN/MORRIE BENC,MUGGINS, MAMIE,KINGPIN/WILSON FISK,OSBORN, HARRY"
"CHEN, DR.","SPEEDBALL II/DARRION,NIGHT THRASHER/DUANE,SPIDER-MAN CLONE/BEN,RAGE/ELVIN DARYL HAL,HELIX/RAFAEL CARAGO"
CHINOOK,"MANBOT/BERNIE LACHEN,HUDSON, HEATHER,OCULUS, LT.,RADIUS/JARED CORBO,SU, DR. KO BIN,CLARKE, GENERAL JERE,SUNFIRE/SHIRO YOSHID,PUCK/EUGENE MILTON J,GHOST GIRL II/LILLI,GUARDIAN V/JAMES MAC,MURMUR II/ARLETTE TR,PROCTOR, COORDINATOR,MESMERO,FLEX/ADRIAN CORBO,SASQUATCH II,DIRECTOR X"
COACH,"U-GO GIRL/EDIE,THUNDERBIRD II/JAMES,BLOKE/MICKEY TORK,SAINT ANNA,VIVISECTOR/MYLES ALF,BOOMER/TABITHA SMITH,CANNONBALL II/SAM GU,ANARCHIST/TIKE ALICA,DOMINO III/BEATRICE/,DOOP,ORPHAN II/GUY SMITH,PROFESSOR X/CHARLES ,PHAT/BILLY BOB REILL"
COACHWHIP,"PUFF ADDER,FRENCHIE/JEAN-PAUL D,LOKI [ASGARDIAN],RATTLER,MOONHUNTER/ZACK MOON,CRYSTAL [INHUMAN],DEMOLITION MAN/DENNI,NOMAD III/JACK MONRO,SERSI/SYLVIA,HAVOK/ALEX SUMMERS ,COOPER, DR. VALERIE,SISTER AGONY,JARVIS, EDWIN ,KINCAID, DR. KEITH,VAGABOND/PRISCILLA L,REDWING,ROCK PYTHON,ASP II/CLEO,BLACK RACER/,BUSHMASTER II/QUINCY,VIPER II,JACK FLAG/,CARTER, PEGGY,COBRA/KLAUS VORHEES,MISTER HYDE/CALVIN Z,STORM/ORORO MUNROE S,CAPTAIN AMERICA,BLACK PANTHER/T'CHAL,BLACK MAMBA/TANYA SE,FREE SPIRIT/CATHY WE,ANT-MAN/DR. HENRY J.,SIKORSKY, RAYMOND,FER DE LANCE/TERESA,ROSENTHAL, BERNIE,ANACONDA/BLANCHE SIT,SISTER PLEASURE/SCAR,JAMESON, COL. JOHN ,FALCON/SAM WILSON,COTTONMOUTH II,PALADIN/PAUL DENNIS,DIAMONDBACK II/RACHE,FARREL, MIKE,BOOMSLANG/,SIDEWINDER/SETH VOEL"
CODY,"STORM/ORORO MUNROE S,FIFOLET,GAMBIT/REMY LEBEAU ,GRIS-GRIS,ROGUE /,QUESTA,BOUDREAUX, BELLA DON,SINGER,CANDRA,TANTE MATTIE"
"COFFY, DET.","ELLIS, KEN,SPIDER-MAN/PETER PAR,MACINTOSH, ANN,JAMESON, J. JONAH,ROBERTSON, JOE,URICH, BEN,SNOW, CHARLIE,CARLTON, JAKE,GRANT, GLORIA GLORY,HALL, MORGAN"
COLD WARRIOR,"JEFFRIES, DR.,BERGIER, REBECCA,MENDELSON, DR. MACK,JOSEPH, SHEVA,HAWK"
"COLLINS, NICK","KELLY, SARA,MAINFRAME/IAN WAJLER,FURY, COL. NICHOLAS ,HANSEN, BILLY,BADALAMENTE, JESUS,COLLINS, TRACY,DEATHLOK/COLONEL LUT,DEATHLOK II/COL. JOH,HU, DR.,BIOHAZARD,BURR, CLAYTON,DEATHLOK III/MICHAEL,JACOBS, BEN,DWORMAN, JIM,CROSS, STANLEY,RYKER, HARLAN,KELLY, KAREN,ANGSTROM, EARL,POWDERKEG/FRANK SKOR"
COLOSSUS,WASP/JANET VAN DYNE
COMANCHE,"CAGE, LUKE/CARL LUCA,WING, COLLEEN,SCARFE, RAFAEL,MEACHUM, JOY,SHADES,IRON FIST/DANIEL RAN,TEMPLE, CLAIRE,ROYCE, JENNIE"
"CONNORS, MARTHA","MAN-MOUNTAIN MARKO,BARRON, RICK,CAPTAIN MARVEL II/MO,SPIDER-MAN CLONE/BEN,CICERO, CAESAR BIG C,PARKER, MAY,WASP/JANET VAN DYNE ,BIG MAN/FREDERICK FO,GRANT, GLORIA GLORY,OWL/LELAND OWLSLEY,LIZARD/DR. CURTIS CO,PARKER, MARY (ROBOT),MOORE, TONI,WILSON, LOUIS,THOMPSON, EUGENE FLA,PARKER, RICHARD (ROB,CAPTAIN AMERICA,SPIDER-MAN/PETER PAR,JAMESON, J. JONAH,CONNORS, BILLY,ROBERTSON, RANDY,JAMESON, MARLA MADIS,LEEDS, NED,ROBERTSON, JOE,BLACK CAT/FELICIA HA,WATSON-PARKER, MARY ,SILVERMANE/SILVIO MA,HAMMERHEAD,GREER, GABRIELLE,STEGRON,HUMAN TORCH/JOHNNY S,LEEDS, BETTY BRANT,WATSON, ANNA,OSBORN, HARRY,LIZARD II"
"CONOVER, HANNAH","STORM/ORORO MUNROE S,COLOSSUS II/PETER RA,S'YM,DAZZLER II/ALLISON B,ROGUE /,GATEWAY,WOLVERINE/LOGAN ,HAVOK/ALEX SUMMERS ,SUMMERS, MADELYNE MA,CONOVER, REV. WILLIA,TILBY, TRISH/PATRICI,PSYLOCKE/ELISABETH B"
CONSUMPTION,"KA-ZAR/KEVIN PLUNDER,THANOS,HELLER, DR. JOSEPH,MIESHO,ZABU,SHANNA/SHANNA O'HARA,ZIRA"
"CONWAY, GERRY","HILDEGARDE [ASGARDIA,SIF,ENGLEHART, STEVE,ABSORBING MAN/CARL C,LOKI [ASGARDIAN],WEIN, GLYNIS,THOR/DR. DONALD BLAK,WEIN, LEN"
