hero,connection
BLACK CAT/FELICIA HA,"SABRETOOTH/VICTOR CR,RANDI,CAPTAIN MARVEL II/MO,TRAVELLER, DR. JUDAS,SLOAN, DR.,HOCHBERG, ROGER,FIREBRAND II/BROXTEL,BLACK KNIGHT V/DANE ,THING/BENJAMIN J. GR,WOLVERINE/LOGAN ,HAVOK/ALEX SUMMERS ,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,LIZARD/DR. CURTIS CO,GHOST RIDER III/DAN ,MARTHA,UNUS THE UNTOUCHABLE,QUICKSILVER DOPPELGA,COLLECTOR/TANELEER T,TOAD/MORTIMER TOYNBE,LOBO, EDUARDO,MISTER HYDE/CALVIN Z,THOMPSON, EUGENE FLA,PARKER, RICHARD (ROB,UATU,ROBERTSON, RANDY,CONNORS, BILLY,SOPHIE,ROBERTSON, JOE,LEEDS, NED,INVISIBLE WOMAN/SUE ,FISK, VANESSA,RIFKIN, BIFF,WINTHROP, DESIREE,HAMMERHEAD,ELLIS, KEN,NOVA II/FRANKIE RAYE,BEACH, SPIDER,TOWER, BLAKE,BLOODY MARY,CHEKOV, ARTHUR ANTON,ROGUE /,ENT,TASKMASTER,URICH, BEN,WONDER MAN/SIMON WIL,PARKER, MAY III,BEACH, GINGER,RAGE/ELVIN DARYL HAL,PALERMO, HARRIET ROS,KAINE,DEWOLFF, JEAN,MUGGINS, MAMIE,WATSON, ANNA,WONDER MAN DOPPELGAN,ALRAUNE, MARLENE,OSBORN, NORMIE,D'SPAYRE,BAMBI,MAGUS,FRENCHIE/JEAN-PAUL D,BOOMERANG/FRED MYERS,CRYSTAL [INHUMAN],YIN, ANGELA,CYCLOPS/SCOTT SUMMER,JACKAL/MILES WARREN,THUNDERSTRIKE/ERIC K,WASP/JANET VAN DYNE ,GRANT, GLORIA GLORY,FOREIGNER/RAFAEL BAS,HARDY, LYDIA,HAVERSHAW, ANDREA,CUSHING, KATE,GOG,DR. OCTOPUS/OTTO OCT,BOUNTY II,WOLFSBANE/RAHNE SINC,JOHNSON, ANNA,HUMAN TORCH DOPPELGA,BUSHKIN, BARNEY,HUMBUG/PROF. B. MITT,YOUNG, MAX,MR. JIP,NALES, DET. REBECCA ,MENKEN, DONALD L.,CHANG, DR. PHILLIP,SPEEDBALL/ROBBIE BAL,STORM/ORORO MUNROE S,OSNICK, OLLIE,JAMESON, J. JONAH,GAMBIT/REMY LEBEAU ,JAMESON, MARLA MADIS,CARDIAC/DR. ELI WIRT,CHAMELEON/DMITRI SME,WATSON-PARKER, MARY ,SILVERMANE/SILVIO MA,FAZE,COLOSSUS II/PETER RA,LOOP,OSBORN, LIZ ALLAN,BANKS, SHARON,MACINTOSH, ANN,VENOM/EDDIE BROCK,MURPHY, SEAN,BEAST/HENRY &HANK& P,TARANTULA II/CAPT. L,MARVEL GIRL/JEAN GRE,BINARY/CAROL DANVERS,LUMPKIN, WILLIAM WIL,KINGPIN/WILSON FISK,SHE-HULK/JENNIFER WA,CAPUTO, DR. JULIA,QUASAR III/WENDELL V,PHARAOH RAMA-TUT,JUSTICE II/VANCE AST,ARIA,KATZENBERG, NICK,FIRESTAR/ANGELICA JO,CLOAK/TYRONE JOHNSON,ROBERTSON, AMANDA,WOLFSBANE DOPPELGANG,PROUST, PAUL,NAMORITA/NITA PRENTI,LIVING TRIBUNAL,AURORA/JEANNE-MARIE ,JARVIS, EDWIN ,IRON MAN DOPPELGANGE,HERCULES [GREEK GOD],THING DOPPELGANGER I,STRONG GUY/GUIDO CAR,PUMA/THOMAS FIREHEAR,TINKERER,PUNISHER II/FRANK CA,GLADIATOR/MELVIN POT,PARKER, MARY (ROBOT),PESTER,SCHEMER/RICHARD FISK,BLACK KNIGHT V DOPPE,HAVERSHAW, JASON,PIP/PRINCE GOFERN,SPIDER-MAN/PETER PAR,HOBGOBLIN II/RODERIC,DR. DRUID/ANTHONY LU,ANSWER,VISION ,SIN-EATER/STAN CARTE,ANT-MAN/DR. HENRY J.,SILHOUETTE,NEWMARK, LOTUS,SASQUATCH/WALTER LAN,MAYE, APRIL,SMYTHE, ALISTAIR ALP,PALERMO, VICTOR,NAMORITA DOPPELGANGE,ANGEL/WARREN KENNETH,DARKHAWK/CHRIS POWEL,SPIDER-WOMAN IV/CHAR,MOON KNIGHT/MARC SPE,BLOODLUST,LEATHER/,HOPKINS, STEVE,HARKNESS, AGATHA,HUMAN TORCH/JOHNNY S,CAESAR, JONATHAN,SHOCKER/HERMAN SCHUL,PUPPET MASTER/PHILLI,LEEDS, BETTY BRANT,PROFESSOR X/CHARLES ,SHA SHAN,SILVER SURFER/NORRIN,BLACK WIDOW/NATASHA ,HIBBERT, HOPE,CARNAGE/CLETUS KASAD,SOLO/,BEETLE/ABNER RONALD ,GAMORA,WATSON, KRISTY,SILVER SABLE,SPIDER-MAN CLONE/BEN,PARKER, MAY,MIDNIGHT III/JEFFREY,CELLANOS, MARCELLA,NOVA/RICHARD RIDER,PUCK/EUGENE MILTON J,NORTHSTAR DOPPELGANG,TREVANE, DET. CONNOR,FROG-MAN II/EUGENE P,MOONDRAGON/HEATHER D,MERCADO, JOY,COBRA/KLAUS VORHEES,STUNNER/ANGELINA BRA,HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,TAYLOR, JENNA,MADAME WEB/CASSANDRA,CANDY,LUBENSKI, NATE,SCAR THE STALKER/BRI,VULTURE/ADRIAN TOOME,DAGGER/TANDY BOWEN,CAPTAIN AMERICA,HUDSON, HEATHER,WONG,SKULL-JACKET,ICEMAN/ROBERT BOBBY ,DR. STRANGE/STEPHEN ,HOBGOBLIN V/JASON PH,TRAINER, DR. SEWARD,KANE, MARCY/KAINA,BANNON, LANCE,FALCON/SAM WILSON,PSYLOCKE/ELISABETH B,ROBERTSON, MARTHA,MICROCHIP/LINUS LIEB,LIVING LIGHTNING/MIG,DARKHAWK DOPPELGANGE,DAREDEVIL/MATT MURDO,SCORPION/MACDONALD G,MULTIPLE MAN/JAMES A,HARROW, DR. JONAS,SPIDER-WOMAN II/JULI,WATSON, KEVIN,MYSTERIO/QUENTIN BEC,OSBORN, HARRY"
BLACK KNIGHT IV/PROF,"IGOR,WHIRLWIND/DAVID CANN,BLACK KNIGHT V/DANE ,SERSI/SYLVIA,THING/BENJAMIN J. GR,RED GHOST/IVAN KRAGO,EXECUTIONER II/SKURG,JONES, RICHARD MILHO,HERCULES [GREEK GOD],SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,HOGAN, VIRGINIA PEPP,TOAD/MORTIMER TOYNBE,MISTER HYDE/CALVIN Z,RED GUARDIAN II/ALEX,ANT-MAN II/SCOTT HAR,FURY, COL. NICHOLAS ,SPIDER-MAN/PETER PAR,LYJA LAZERFIST [SKRU,VISION ,ANT-MAN/DR. HENRY J.,INVISIBLE WOMAN/SUE ,ANGEL/WARREN KENNETH,KINCAID, DR. JANE FO,SNOWBIRD/NARYA/ANNE ,SUPER SKRULL/KL'RT,HUMAN TORCH/JOHNNY S,GREEN GOBLIN/NORMAN ,MASTERS, ALICIA REIS,WONDER MAN/SIMON WIL,DR. DOOM/VICTOR VON ,MELTER/BRUNO HORGAN,RICHARDS, NATHANIEL,BLACK WIDOW/NATASHA ,ENCHANTRESS/AMORA/HE,GRIM REAPER/ERIC WIL,MAGNETO/MAGNUS/ERIC ,DUGAN, TIMOTHY ALOYI,CRYSTAL [INHUMAN],OMEGA II,ZEMO/BARON HEINRICH ,CYCLOPS/SCOTT SUMMER,RADIOACTIVE MAN/DR. ,ROBESON, PROFESSOR K,WASP/JANET VAN DYNE ,HOGAN, HAROLD J. HAP,MOLE MAN/HARVEY RUPE,BYRD, SEN. HARRINGTO,IRON MAN/TONY STARK ,POWER MAN/ERIK JOSTE,NEBULON,STAR-STALKER,MR. FANTASTIC/REED R,UNICORN/MYLOS MASARY,CAPTAIN AMERICA,ELECTRO/MAX DILLON,THOR/DR. DONALD BLAK,INFERNO II/JOSEPH CO,SUB-MARINER/NAMOR MA,ICEMAN/ROBERT BOBBY ,DR. STRANGE/STEPHEN ,JONES, GABE,SCARECROW/EBENEZER L,BLIZZARD/PROF. GREGO,HELLCAT/PATSY WALKER,PORCUPINE/ALEX GENTR,AMENHOTEP,DAREDEVIL/MATT MURDO,MANDARIN,LLOIGOROTH,BEAST/HENRY &HANK& P,MARVEL GIRL/JEAN GRE,HAWK,COUNT NEFARIA, LUCHI"
BLACK PANTHER | MUTA,"DRAX | MUTANT X-VERS,DR. STRANGE | MUTANT,ROGUE | MUTANT X-VER,POLARIS | MUTANT X-V,HULK | MUTANT X-VERS,MAN-SPIDER | MUTANT ,NAMORITA | MUTANT X-,ABSORBING MAN | MUTA,DEVIL DINOSAUR | MUT,IRON FIST | MUTANT X,BROTHER VOODOO | MUT,RAVEN | MUTANT X-VER,SUMMERS, SCOTT III |,ICE-MAN | MUTANT X-V,DAREDEVIL | MUTANT X,VOLSTAGG | MUTANT X-,FIN FANG FOOM | MUTA,ABOMINATION | MUTANT,WOLVERINE | MUTANT X,DRACULA | MUTANT X-V,STINGRAY | MUTANT X-,THOR | MUTANT X-VERS,SUB-MARINER | MUTANT,HOGUN | MUTANT X-VER,VALKYRIE II | MUTANT,MOON KNIGHT | MUTANT"
BLACK TARANTULA/LAMU,"SPIDER-MAN/PETER PAR,ROSE IV/JACOB JAKE C,BLOODSCREAM,ROBERTSON, JOE,FORTUNATO,KAINE,WATSON-PARKER, MARY"
"BLACK, RACHEL","BLACK, CAL,YOUNG, MR.,GREYSTONE/BRIAN YOUN,MULTIPLE MAN/JAMES A,FIXX,ARCHER/JUDE BLACK,FORGE,HAVOK/ALEX SUMMERS ,SHARD,YOUNG, AGNES"
BLACKBALL,"ENRAGED,BLACK KNIGHT V/DANE ,CYCLOPS/SCOTT SUMMER,NAMORITA/NITA PRENTI,WOLVERINE/LOGAN ,HAVOK/ALEX SUMMERS ,THUNDERSTRIKE/ERIC K,NOVA/RICHARD RIDER,THING/BENJAMIN J. GR,PUCK/EUGENE MILTON J,HERCULES [GREEK GOD],SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,WOLFSBANE/RAHNE SINC,SPEEDBALL/ROBBIE BAL,STORM/ORORO MUNROE S,CAPTAIN AMERICA,NORTHSTAR/JEAN-PAUL ,VISION ,NIGHT THRASHER/DUANE,WILD CHILD/KYLE GIBN,SILHOUETTE,SASQUATCH/WALTER LAN,ICEMAN/ROBERT BOBBY ,ANGEL/WARREN KENNETH,BALDWIN, MADELYNE MA,DARKHAWK/CHRIS POWEL,PSYLOCKE/ELISABETH B,COLOSSUS II/PETER RA,HUMAN TORCH ANDROID/,ROGUE /,MULTIPLE MAN/JAMES A,WONDER MAN/SIMON WIL,BEAST/HENRY &HANK& P,SPIDER-WOMAN II/JULI,MARVEL GIRL/JEAN GRE,RAGE/ELVIN DARYL HAL,SHE-HULK/JENNIFER WA,BALDWIN, JUSTIN"
BLACKWING II/,"ROLLINS, MRS.,TURBO II (A)/MICHIKO,STRONGHOLD/,NAMORITA/NITA PRENTI,BOLT II/CHRIS BRADLE,NOVA/RICHARD RIDER,SILVERMANE/SILVIO MA,AEGIS/TREY ROLLINS,RIOT II/,HUMAN TORCH/JOHNNY S,FIRESTRIKE/DALTON BE,BLACKWING/JOSEPH MAN,TRAYNOR, HARLEY,WARBOW/,BARRACUDA/,SPEEDBALL/ROBBIE BAL"
BLACKWING/JOSEPH MAN,"DOORMAN,UNION JACK III/JOEY ,SCHOOLCRAFT, DR. DEN,PETROVITCH, IVAN,SHOCKWAVE/LANCASTER ,RED GUARDIAN V,CHARCOAL/CHARLIE BUR,SHATTERFIST/,NAMORITA/NITA PRENTI,BOLT II/CHRIS BRADLE,BAYMAX,JOLT/HALLIE TAKAHAMA,MAN-KILLER/KATRINA L,SCARLET WITCH/WANDA ,BROTHER WONDERFUL/DR,SILVER SAMURAI/KENYU,DINAH-SOAR,FLYING TIGER,SUTTON, JOHN,SLEEPER,JOYSTICK/JANICE,EEL II/EDWARD LAVELL,STOCKBRIDGE, DEANNA,SCORCHER/,GAMBONNO, LUIGI,SLYDE,FURY, COL. NICHOLAS ,NIGHT THRASHER/DUANE,MOONSTONE II/KARLA S,CARDINAL/CLEMDENON,POWERSURGE/ILLARION ,TAKACHIHO, HIRO,GENECIDE,ZOLA, ARNIM,CROSSBONES/BROCK BIN,NELSON, DEBBIE HARRI,CYCLONE II/PIERRE FR,CONSTRICTOR/FRANK PA,SUPERCHARGER/,WONDER MAN/SIMON WIL,MAN-APE/M'BAKU,TIGER SHARK/TODD ARL,TURBO II (A)/MICHIKO,DUGAN, TIMOTHY ALOYI,BOOMERANG/FRED MYERS,DEMOLITION MAN/DENNI,CORD, EDWIN,WATER WIZARD/PETE,NOVA/RICHARD RIDER,CRIMSON COWL II/,POWER MAN/ERIK JOSTE,AEGIS/TREY ROLLINS,DRAGONFLY/VERONICA D,MOTHER NIGHT/SUSAN S,CANNONBALL II/SAM GU,MENTALLO,FIRESTRIKE/DALTON BE,SUNSPOT/ROBERTO DACO,STOCKBRIDGE, CHARLES,DE LA FONTAINE, CONT,LODESTONE/ANDREA,SUNSTROKE/,WARBOW/,SPEEDBALL/ROBBIE BAL,BENWAY, DR.,CAPTAIN AMERICA,GAMBONNO, ERNESTO,SOFEN, MARION,VANGUARD/NICOLAI KRY,BISON/BILLY KITSON,DARKSTAR/LAYNIA SERG,DOMINO III/BEATRICE/,THOR/DR. DONALD BLAK,SOFEN, KARL AUGUST,PUENTES, DONNA MARIA,SIRYN/THERESA ROURKE,ICEMASTER/,JACK O'LANTERN II/MA,BLACKWING II/,MR. IMMORTAL,CANNONBALL/JACK PULV,SILVERMANE/SILVIO MA,KLAW/ULYSSES KLAW,FLATMAN,SCREAMING MIMI/MELIS,FALCON/SAM WILSON,EL JAGUAR,DOUGHBOY,NELSON, FRANKLIN FOG,PRINCESS PYTHON/ZELD,HARRIGAN, PATRICIA P,DIAMONDBACK II/RACHE,DAREDEVIL/MATT MURDO,RINGMASTER/MAYNARD T,RED SKULL/JOHANN SCH,CUTTHROAT/DANIEL LEI,JACKHAMMER,QUICKSAND,SAXON, STARR,DREADNAUGHT,TRAYNOR, HARLEY,HAWK,CITIZEN V III/DALLAS,BARRACUDA/"
BLACKWULF,"KING (OF THE SEWER P,DEVOURER,DAREDEVIL/MATT MURDO,DEATHLOK III/MICHAEL,BUSHWACKER/CARL,JENKINS, WALTER,PEACEKEEPER/JOSHUA,JILLETE, RANDI,KINGPIN/WILSON FISK,SPECTRUM, SINCLAIR"
"BLAKE, BECKY","BLACK WIDOW/NATASHA ,PETROVITCH, IVAN,CAT MAN III/,HOGARTH, JERYN,STICK,THING/BENJAMIN J. GR,JARVIS, EDWIN ,CHERRYH, RANDOLPH WI,GLENN, HEATHER,NELSON, CANDACE,POTTER, BETSY BEATTY,IRON MAN/TONY STARK ,DR. OCTOPUS/OTTO OCT,HERCULES [GREEK GOD],PUNISHER II/FRANK CA,IRON FIST/DANIEL RAN,APE MAN II/ROY MCVEY,GLADIATOR/MELVIN POT,CAPTAIN AMERICA IV/S,DEATH-STALKER,TURK,CAPTAIN AMERICA,SPIDER-MAN/PETER PAR,CROSSBOW,JAMESON, J. JONAH,DR. FAUSTUS,O'BREEN, GLORIANNA,ROBERTSON, JOE,ELEKTRA/ELEKTRA NATC,FISK, VANESSA,MANOLIS, LT. NICK,BULLSEYE II/BENJAMIN,WATSON-PARKER, MARY ,STILT-MAN/WILBUR DAY,KING (OF THE SEWER P,CAGE, LUKE/CARL LUCA,NELSON, FRANKLIN FOG,NELSON, DEBBIE HARRI,DAREDEVIL/MATT MURDO,URICH, BEN,BEAST/HENRY &HANK& P,BIRD MAN III/,KINGPIN/WILSON FISK"
"BLAKE, EMILY","URICH, BEN"
"BLANDING, ANDREW","BLANDING, HALEY"
BLASTAAR,"IGOR,JUSTICE II/VANCE AST,CLOAK/TYRONE JOHNSON,MAKKARI/MIKE KHARY/I,SERSI/SYLVIA,THING/BENJAMIN J. GR,AVIUS,JARVIS, EDWIN ,BOLT II/CHRIS BRADLE,RED GHOST/IVAN KRAGO,BASILISK/BASIL ELKS,JONES, RICHARD MILHO,FUTURIST,COUNTERWEIGHT II/KAT,ABSORBING MAN/CARL C,RHINO,KHORYPHOS [ETERNAL],VOLCANA/MARSHA ROSEN,CAPTAIN MARVEL/CAPTA,KARNAK [INHUMAN],PIP/PRINCE GOFERN,FURY, COL. NICHOLAS ,SPIDER-MAN/PETER PAR,SHOC/NEIL AIKEN,BLACK BOLT/BLACKANTO,MEDUSA/MEDUSALITH AM,VISION ,WINGFOOT, WYATT,INVISIBLE WOMAN/SUE ,MS. MARVEL II/SHARON,RICHARDS, FRANKLIN B,ANGEL/WARREN KENNETH,PEATOR,STILT-MAN/WILBUR DAY,HUMAN TORCH/JOHNNY S,DR. DOOM/VICTOR VON ,PHASTOS [ETERNAL],DUSK,SCOURGE,FUNARO, DONNA,REJECT/RAN-SAK [DEVI,HOGUN [ASGARDIAN],LOKI [ASGARDIAN],BOOMERANG/FRED MYERS,GAMORA,CRYSTAL [INHUMAN],KARKAS [DEVIANT],CYCLOPS/SCOTT SUMMER,ODIN [ASGARDIAN],NOVA/RICHARD RIDER,IRON MAN/TONY STARK ,AEGIS/TREY ROLLINS,ROSEN, WALTER,CYBELE [ETERNAL],KINGO SUNEN [ETERNAL,HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,MUNIN,SPEEDBALL/ROBBIE BAL,CAPTAIN AMERICA,MIKHLO,THOR/DR. DONALD BLAK,ICEMAN/ROBERT BOBBY ,MR. IMMORTAL,TRITON,WATSON-PARKER, MARY ,VOLSTAGG,SPRITE,BEAST/HENRY &HANK& P,MARVEL GIRL/JEAN GRE,HAWK,ANNIHILUS,SHE-HULK/JENNIFER WA"
"BLESSING, MORGANA","ENCHANTRESS/AMORA/HE,DRUMM, JERICHO,RIESER, ROB,DUGAN, TIMOTHY ALOYI,AGED GENGHIS,ARKON,URTHONA,DRAGONUS,BARON MORDO/KARL MOR,SCARLET WITCH/WANDA ,AGAMOTTO,ZOM,TOPAZ,LAVEAU, MARIE,RAHL,CAGLIOSTRO, ALESSAND,NIGHTMARE/EDVARD HAB,MORBIUS/DR. MICHAEL ,DORMAMMU,FURY, COL. NICHOLAS ,DR. DRUID/ANTHONY LU,ETERNITY/ADAM QADMON,WONG,JAMESON, J. JONAH,RINTRAH,DR. STRANGE/STEPHEN ,JONES, GABE,MEPHISTA,CLEA,BROTHER VOODOO/DANIE,BARON BLOOD II/VICTO,ORINI,CHANG, IMEI,WARLOCK II/ADAM WARL,DAYTRIPPER/AMANDA SE,DR. DOOM/VICTOR VON ,SILVER DAGGER/ISAIAH,WOLFE, SARA,UMAR,DAMBALLAH II"
"BLINK/FERGUSON, CLAR","WHITE QUEEN/EMMA FRO,M,SKIN/ANGELO ESPINOSA,SYNCH/EVERETT THOMAS,HUSK/PAIGE GUTHRIE,BANSHEE/SEAN CASSIDY,JUBILEE/JUBILATION L,HARVEST II,LANG, DR. STEVEN"
"BLISS, BONNIE","MR. SCRATCH II/BLISS,SPIDER-MAN III/MARTH,ESTAVES, DR. ROSA,BONES/ELIZABETH BLIS,MISS ITCH/BLISS"
BLOB/FRED J. DUKES,"SABRETOOTH/VICTOR CR,CAPTAIN MARVEL II/MO,CORTEZ, FABIAN,SHOCKWAVE/LANCASTER ,LORELEI,BLACK KNIGHT V/DANE ,WOLVERINE/LOGAN ,SOUTHERN, CANDY,BLACK TOM CASSIDY,JONES, RICHARD MILHO,DELGADO, RUFUS,LEFT-WINGER/HECTOR L,MELLENCAMP,CANTOR, VERA,TOAD/MORTIMER TOYNBE,AMPHIBIUS,IRON MAN IV/JAMES R.,RANDOM II/MARSHALL E,CALLISTO,ROBERTSON, JOE,APOCALYPSE/EN SABAH ,BLACK CAT/FELICIA HA,TSURAYABA, MATSUO,BALDER [ASGARDIAN],MUTANT MASTER,THERAK,CYCLONE II/PIERRE FR,LONGSHOT,LEGION II/DAVID HALL,POLARIS/LORNA DANE,DAYTRIPPER/AMANDA SE,URICH, BEN,FIXER II/PAUL NORBER,BOOMERANG/FRED MYERS,DEMOLITION MAN/DENNI,PYRO/ALLERDYCE JOHNN,WILDSIDE,HARDERMAN, QUENTIN,SCRAMBLER,CORSAIR,RIGHT-WINGER/JEROME ,PIROUETTE/JOBETH,COLOSSUS 2013,STROBE/,SOLE, RANSOME,STINGER III/,STORM/ORORO MUNROE S,LIBRA/GUSTAV BRANDT,HRIMHARI,SHADOWCAT 2013,MASTERMIND/JASON WYN,GAMBIT/REMY LEBEAU ,DOMINO III/BEATRICE/,THOR/DR. DONALD BLAK,SIRYN/THERESA ROURKE,KLAW/ULYSSES KLAW,VOLSTAGG,HELLCAT/PATSY WALKER,BOOMER/TABITHA SMITH,CARTER, SHARON,LOCKHEED,MASQUE,BLACK GOLIATH/DR. WI,BRIDGE, GEORGE WASHI,JUBILEE/JUBILATION L,SUPER SABRE/MARTIN F,MARVEL GIRL/JEAN GRE,HAWK,FANDRAL [ASGARDIAN],TILBY, TRISH/PATRICI,STRYFE,DRAKE, WILLIAM ROBER,KINGPIN/WILSON FISK,SLEEPWALKER,SKIN/ANGELO ESPINOSA,REILLY, MAVIS,FIRESTAR/ANGELICA JO,SHADOWCAT/KATHERINE ,COPYCAT/VANESSA,BISHOP /,SHADOW KING/AMAHL FA,ARABIAN KNIGHT/ABDUL,SPIRAL,REAGAN, RONALD,MIRAGE II/DANIELLE M,LADY DEATHSTRIKE/YUR,MARTIN, ASHLEY,APE/,RICHARDS, FRANKLIN 2,NAZE,STRONG GUY/GUIDO CAR,GREY, DR. JOHN,TINKERER,LOOTER/NORTON G. FES,ORPHAN-MAKER/PETER,BLUNT,CORBEAU, DR. PETER,PUNISHER II/FRANK CA,CEREBRITE BETA,HUNTER, STEVIE,EEL II/EDWARD LAVELL,ARCADE/,CRIMSON COMMANDO/FRA,SHATTERSTAR II/GAVEE,PENANCE/MONET ST. CR,SPIDER-MAN/PETER PAR,GYRICH, HENRY PETER,FURY, COL. NICHOLAS ,FALLON, MEG,SHERIDAN, RICHARD RI,AVALANCHE/DOMINIC PE,SKIDS/SALLY BLEVINS,MOONSTONE II/KARLA S,FORGE,THORNN II/LUCIA CALL,AVIA,SENTINELS,JUGGERNAUT/CAIN MARK,TOLLIVER,SHOCKER/HERMAN SCHUL,NANNY II,LEEDS, BETTY BRANT,PROFESSOR X/CHARLES ,MELTER/BRUNO HORGAN,HEALER,SUPREME ONE,ANTEUS,FIELDS, TRACI,USAGENT/CAPTAIN JOHN,FERAL/MARIA CALLASAN,CRIMSON COWL II/,PRISM,IRON MAN/TONY STARK ,TAKAHAMA, ROBERT,RICTOR/JULIO ESTEBAN,FALLON, HOWARD,HULK/DR. ROBERT BRUC,NEOPHYTE/,WARLOCK III,LUBENSKI, NATE,MACHINE MAN/X-51,VULTURE/ADRIAN TOOME,BLACK PANTHER/T'CHAL,SHIP,NIGHTHAWK II/KYLE RI,ANDERSSEN, TANYA,ICEMAN/ROBERT BOBBY ,BANSHEE/SEAN CASSIDY,JACK OF HEARTS/JACK ,FALCON/SAM WILSON,MOCKINGBIRD/DR. BARB,KRISTOFF/KRISTOFF VE,PSYLOCKE/ELISABETH B,DOMINA,MICROCHIP/LINUS LIEB,LAMBERT, WILSON,SABRA/RUTH BAT-SERAP,CHALMERS, JUDGE ROBE,ANIMATOR/DR. FREDRIC,PORCUPINE/ALEX GENTR,POSITRON/RONNIE,SUMMERS, MADELYNE MA,HODGE, CAMERON,BRIGHTWIND,SPIDER-WOMAN/JESSICA,TAGAK,PLANTMAN/SAM SMITHER,FITCH/,STORM 2013,HAVOK/ALEX SUMMERS ,SIROCCO,SCARLET WITCH/WANDA ,S'YM,QUICKSILVER/PIETRO M,MARROW/SARAH ,TORPEDO III/BROCK JO,PHILLIPS, SIR GORDON,UNUS THE UNTOUCHABLE,LILANDRA NERAMANI [S,GIDEON,MACON, ANGELO,BEETLE ROBOT,TAKAHAMA, JANE,CONAN, NEAL,THOMPSON, EUGENE FLA,SAURON/DR. KARL LYKO,WOLVERINE 2013,NORTHSTAR/JEAN-PAUL ,DAZZLER II/ALLISON B,NORRISS, SISTER BARB,DONALDSON, LINDA,NIGHTCRAWLER/KURT WA,VINDALOO/,ROGUE /,LEECH,HUSK/PAIGE GUTHRIE,TASKMASTER,WONDER MAN/SIMON WIL,DR. DOOM/VICTOR VON ,SCANNER II,STACY, JILL,FRIEDLANDER, SHARON,MAN-APE/M'BAKU,DEWOLFF, JEAN,MUGGINS, MAMIE,COLE, WADE,MAGNETO/MAGNUS/ERIC ,HOGUN [ASGARDIAN],LOKI [ASGARDIAN],MAD DOG/COLONEL BUZZ,DEADPOOL/JACK/WADE W,CYCLOPS/SCOTT SUMMER,COOPER, DR. VALERIE,WASP/JANET VAN DYNE ,MCCABE, LINDSAY,BLACK KING/SEBASTIAN,POWER MAN/ERIK JOSTE,WOLFSBANE/RAHNE SINC,STONEWALL/LOUIS HAMI,OGRE,MADDICKS, ARTHUR ART,CANNONBALL II/SAM GU,SUNDER,SUNSPOT/ROBERTO DACO,PARALYZER,CROSS/,JAMESON, J. JONAH,NITRO/ROBERT L. HUNT,MAGIK/ILLYANA RASPUT,BEDLAM/JESSE AARONSO,SKULLBUSTER,WATSON-PARKER, MARY ,COLOSSUS II/PETER RA,CARPENTER, RACHEL,KELLY, SEN. ROBERT E,CALIBAN/,BEAST/HENRY &HANK& P,PHANTAZIA/,INFECTIA/JOSEPHINE,AMINEDI,BINARY/CAROL DANVERS,SHE-HULK/JENNIFER WA,TRASK, LAWRENCE LARR,TIGRA/GREER NELSON,REESE, MURRAY,CHARCOAL/CHARLIE BUR,AURORA/JEANNE-MARIE ,JARVIS, EDWIN ,WIZ KID/TAKESHI MATS,ADVERSARY,SUNFIRE/SHIRO YOSHID,HERCULES [GREEK GOD],CARPENTER, LARRY,JOLT/HALLIE TAKAHAMA,MIMIC/CALVIN RANKIN,ELYSIA,LIVING MONOLITH/AHME,IRON FIST/DANIEL RAN,CAPTAIN MARVEL/CAPTA,SUMMERS, NATHAN CHRI,THUNDERBIRD II/JAMES,ANSWER,BATROC/GEORGES BATRO,VISION ,EITRI,ANT-MAN/DR. HENRY J.,VERTIGO II,SIKORSKY, RAYMOND,ARACHNE,DESTINY II/IRENE ADL,ANGEL/WARREN KENNETH,DARKHAWK/CHRIS POWEL,BLACK CRANE/,PALADIN/PAUL DENNIS,CAPTAIN ULTRA/GRIFFI,CHAMBER/JONOTHON STA,KRUEGER,METEORITE,HILDY [ASGARDIAN],PROMETHEUS II,TIGER SHARK/TODD ARL,BLACK WIDOW/NATASHA ,MANIPULATOR II,ZERO,CARGIL/JOANNA CARGIL,BEETLE/ABNER RONALD ,BATTLESTAR/LEMAR HOS,PARKER, MAY,ISHIMA, DAVID,MACTAGGERT, MOIRA KI,PORTAL/CHARLES LITTL,BERNHARD, CLARICE,CARTER, PEGGY,RAMBO,KATH,VOGHT, AMELIA,MR. FANTASTIC/REED R,SCALPHUNTER,CAPTAIN AMERICA,MYSTIQUE/RAVEN DARKH,SUB-MARINER/NAMOR MA,DR. STRANGE/STEPHEN ,PHOENIX III/RACHEL S,VANISHER,BONEBREAKER/,WETHERELL, MANOLI,MARTIN, TERI,SCREAMING MIMI/MELIS,BLACK RAAZER/,HIGH EVOLUTIONARY/HE,MESMERO,PROWLER/HOBIE BROWN,HELA [ASGARDIAN],PENANCE III,SPIDER-WOMAN II/JULI,FIREFIST/RUSTY COLLI"
BLOKE/MICKEY TORK,"THUNDERBIRD II/JAMES,CANNONBALL II/SAM GU,ORPHAN II/GUY SMITH,PROFESSOR X/CHARLES"
