hero,connection
GAR-TOOM,"LORELEI II/MELODI [A,SIF,DESTROYER III,BALDER [ASGARDIAN]"
GARDENER/ORD ZYONYZ,"TALBOT, GLENN,DEATH,LIVING TRIBUNAL,JONES, RICHARD MILHO,IN-BETWEENER,VOLCANA/MARSHA ROSEN,COLLECTOR/TANELEER T,KAMO THARNN,MEPHISTO,CAPTAIN MARVEL/CAPTA,STARFOX/EROS,HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,BEYONDER,LORD CHAOS,DOC SAMSON/DR. LEONA,RUNNER,ELYSIUS,GALACTUS/GALAN,MOLECULE MAN/OWEN RE,SLOAN, FRED,EGO,ASTRONOMER,INVISIBLE WOMAN/SUE ,ROSS, GEN. THADDEUS ,MASTER ORDER,OBLITERATOR [ELDER],TRADER,RICHARDS, FRANKLIN B,NOVA II/FRANKIE RAYE,THANOS,KURSE/ALGRIM [ASGARD,GRANDMASTER/EN DWI G,CHAMPION/TRYCO SLATT,CONTEMPLATOR/TATH KI,SUPREME INTELLIGENCE,SILVER SURFER/NORRIN,BANNER, BETTY ROSS T"
GARGOYLE II/ISAAC CH,"AMERICAN EAGLE III/J,SPIDER-WOMAN/JESSICA,EON,BLACK KNIGHT V/DANE ,MAKKARI/MIKE KHARY/I,WOLVERINE/LOGAN ,SOUTHERN, CANDY,THING/BENJAMIN J. GR,HAVOK/ALEX SUMMERS ,SHAMAN/MICHAEL TWOYO,JONES, RICHARD MILHO,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,VAPOR,TORPEDO III/BROCK JO,CANTOR, VERA,DEVIL-SLAYER/ERIC SI,CRUCIBLE/BYRON CALLE,WEREWOLF BY NIGHT/JA,LORD CHAOS,IRON MAN IV/JAMES R.,IRONCLAD,RUNNER,URSA MAJOR/MIKHAIL U,ANT-MAN II/SCOTT HAR,NORTHSTAR/JEAN-PAUL ,UATU,MEDUSA/MEDUSALITH AM,INVISIBLE WOMAN/SUE ,ROSENTHAL, BERNIE,HYPERION,CLOUD,MANSLAUGHTER,BALDER [ASGARDIAN],NORRISS, SISTER BARB,NUKE,PROFESSOR POWER/ANTH,NIGHTCRAWLER/KURT WA,ARCANNA/ARCANNA JONE,DRAGON OF THE MOON,ROGUE /,3-D MAN/CHARLES CHAN,WONDER MAN/SIMON WIL,LOBO,SHANNA/SHANNA O'HARA,WOLFE, SARA,XANDU,ENCHANTRESS/AMORA/HE,DRUMM, JERICHO,HELLSTORM/DAIMON HEL,CRYSTAL [INHUMAN],MAD DOG/COLONEL BUZZ,DRAKE, MADELINE BEAT,ARAGORN,CYCLOPS/SCOTT SUMMER,WASP/JANET VAN DYNE ,LEADER/SAM STERNS,REDWING,ISAAC,SERGEI,DRAGONFLY/VERONICA D,RUNCITER, GAIL,CAPTAIN BRITAIN/BRIA,NEBULON,PARALYZER,CUTTER,MEPHISTO,SLITHER,WILLIAMS, MINDY,STORM/ORORO MUNROE S,GOLDEN ARCHER II/WYA,VANGUARD/NICOLAI KRY,DEFENSOR,GARFIELD, MURRAY,JAMESON, J. JONAH,DARKSTAR/LAYNIA SERG,THOR/DR. DONALD BLAK,CAGE, LUKE/CARL LUCA,COLOSSUS II/PETER RA,ANOMALY,SILVER SURFER IMPOST,HELLCAT/PATSY WALKER,GRANDMASTER/EN DWI G,BEAST/HENRY &HANK& P,MENTOR/ALARS [ETERNA,AMPHIBIAN/KINGLEY RI,SEETAH,HAWK,X-RAY,PEREGRINE, LE/FRANCK,SUPREME INTELLIGENCE,DRAKE, WILLIAM ROBER,SHE-HULK/JENNIFER WA,QUASAR III/WENDELL V,LUMPKIN, WILLIAM WIL,IGOR,DR. SPECTRUM/JOSEPH ,TIGRA/GREER NELSON,GORGON [INHUMAN],SHADOWCAT/KATHERINE ,WHIZZER/ROBERT L. FR,IKARIS/IKE HARRIS [E,CHARCOAL/CHARLIE BUR,DEATH,AURORA/JEANNE-MARIE ,SERSI/SYLVIA,RED GHOST/IVAN KRAGO,SUNFIRE/SHIRO YOSHID,BEAUTY,SHAPE,HERCULES [GREEK GOD],KRONOS,ROSETTI, GABRIEL,MIRACLE MAN,GHOST RIDER II/JOHNN,STARFOX/EROS,TANAKA, KENJIRO,GREMLIN/,KARNAK [INHUMAN],FURY, COL. NICHOLAS ,SPIDER-MAN/PETER PAR,GYRICH, HENRY PETER,SATANA,DR. DRUID/ANTHONY LU,VASHTI,STAR THIEF II,INTERLOPER,VISION ,COLLECTIVE MAN,ANT-MAN/DR. HENRY J.,SASQUATCH/WALTER LAN,MAELSTROM/MALCOLM ST,ROSS, GEN. THADDEUS ,RICHARDS, FRANKLIN B,CLEA,ANGEL/WARREN KENNETH,PEATOR,MOON KNIGHT/MARC SPE,ROM, SPACEKNIGHT,WHIZZER II/STANLEY S,BLITZKRIEG/,SNOWBIRD/NARYA/ANNE ,METEORITE,WOODGOD,HUMAN TORCH/JOHNNY S,PROFESSOR X/CHARLES ,STINGRAY/DR. WALTER ,LUNA/LUNA MAXIMOFF [,SILVER SURFER/NORRIN,ARMAZIEL,BALLANTINE, KAYLA,BLACK WIDOW/NATASHA ,POWER PRINCESS/ZARDA,JOCASTA,CAPTAIN HAWK,BEREET,KING, HANNIBAL/HENRY,ODIN [ASGARDIAN],ANDROMEDA/ANDROMEDA ,LEVIATHAN II/EDWARD ,NIGHTHAWK/KYLE RICHM,IRON MAN/TONY STARK ,HELLSTROM, VICTORIA,RED WOLF III/WILL TA,MASTERS, DR. AUGUST,MOONDRAGON/HEATHER D,SHROUD/MAXIMILLIAN Q,GYPSY MOTH,HULK/DR. ROBERT BRUC,GUARDIAN/JAMES MACDO,SATAN/MARDU KURIOS,MR. FANTASTIC/REED R,DOC SAMSON/DR. LEONA,HELLSTORM DOPPELGANG,TRUTH,CAPTAIN AMERICA,BLACK PANTHER/T'CHAL,MIKHLO,ELYSIUS,WONG,NIGHTHAWK II/KYLE RI,TOM THUMB/THOMAS THO,SUB-MARINER/NAMOR MA,STARSHINE II/BRANDY ,ICEMAN/ROBERT BOBBY ,DR. STRANGE/STEPHEN ,ZEDRAO, GENERAL,JACK OF HEARTS/JACK ,ADAMS, CINDY,FALCON/SAM WILSON,TRITON,MOCKINGBIRD/DR. BARB,DIAMONDHEAD/DYKER,TEXAS TWISTER/DREW D,SABRA/RUTH BAT-SERAP,CRIMSON DYNAMO V/DIM,THANOS,DRAX/ARTHUR DOUGLAS,DAREDEVIL/MATT MURDO,CHARM,LADY LARK/LINDA LEWI,HELA [ASGARDIAN],BLAZE, ROXANNE SIMPS,RED GUARDIAN III/DR.,LOCKJAW [INHUMAN],OVERMIND/GROM,BANNER, BETTY ROSS T"
"GATES, JUNIOR","IRON MAN/TONY STARK ,JUSTICE II/VANCE AST,FIRESTAR/ANGELICA JO,NIGHT THRASHER/DUANE,VISION ,ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK,WONDER MAN/SIMON WIL,LORD TEMPLAR/,NOVA/RICHARD RIDER,SPEEDBALL/ROBBIE BAL"
GATTLING/,"QUENTINO,CHEN,SANDMAN/WILLIAM BAKE,SILVER SABLE,BATTLESTAR/LEMAR HOS,CRIPPLER/KARL STRIKL,FOREIGNER/RAFAEL BAS,KLEINFELDT, LORNA"
"GATZ, WILLIAM BILLY","BLACK WIDOW/NATASHA ,PAGE, KAREN,OMEGA RED/ARKADY ROS,SHARPE, ROSALINDE,DAREDEVIL/MATT MURDO,TSKAROV, GENERAL"
"GEDDINGS, JUDITH GHO",OWL/LELAND OWLSLEY
GEMINI/JOSHUA LINK,"KA-ZAR/KEVIN PLUNDER,BEETLE/ABNER RONALD ,ERWIN, MORLEY,AQUARIUS/DARREN BENT,AQUARIUS II/,BLOB/FRED J. DUKES,HAVOK/ALEX SUMMERS ,FOREIGNER/RAFAEL BAS,IRON MAN/TONY STARK ,GOG,CANCER/JACK KLEVENO,HERCULES [GREEK GOD],SCARLET WITCH/WANDA ,ARIES II/GROVER RAYM,SERGEI,SCORPIO/JAKE FURY,IRON FIST/DANIEL RAN,IRON MAN IV/JAMES R.,PLUNDERER/LORD EDGAR,LIBRA/GUSTAV BRANDT,SWORDSMAN/JACQUES DU,FURY, COL. NICHOLAS ,SCORPIO II,TAURUS/CORNELIUS VAN,WOO, JIMMY,NIGHTHAWK II/KYLE RI,ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK,MANTIS/? BRANDT,MOCKINGBIRD/DR. BARB,LEO/DANIEL RADFORD,NORRISS, SISTER BARB,VICTORIUS/PROF. VICT,VIRGO/ELAINE MCLAUGH,HELLCAT/PATSY WALKER,PISCES/NOAH PERRICON,CAPRICORN/WILLARD WE,PORCUPINE/ALEX GENTR,ZABU,BLACK GOLIATH/DR. WI,ERWIN, CLYTEMNESTRA,SHE-HULK/JENNIFER WA"
"GERARD, TERENCE","TREVANE, DET. CONNOR,ELLIS, KEN,HENSHAW, CURTIS,ROYTON, RAYMOND,BLACK TARANTULA II/C,SCORPION/MACDONALD G,JAMESON, MARLA MADIS,WATSON-PARKER, MARY ,TILBY, TRISH/PATRICI"
"GERASI, LESLIE","NICHOLS, TOM,YOUNG, KIM SUNG,GERASI, DON MARIO,PUNISHER II/FRANK CA,BRAITHWAITE, JUDGE R,HALFTREE, HORACE,BARBAROSSA, VINNIE,HONIKAWA, SHO,GERASI, JOEY,JIGSAW"
GIGANTO,"LANGSTROM, LIEUTENAN,HUMAN TORCH/JOHNNY S,MCKENZIE, LEON,MARRS(-PAYNE), PHOEB,ALEXANDER, CARRIE,SUB-MARINER/NAMOR MA,INVISIBLE WOMAN/SUE ,THING/BENJAMIN J. GR,MR. FANTASTIC/REED R,TRITON,RAHN, TAMARA,TIGER SHARK/TODD ARL,LLYRA/LLYRA MORRIS"
GIL,"WHITE QUEEN/EMMA FRO,D.O.A."
GLADIATOR II,"KA-ZAR/KEVIN PLUNDER,DEATHBIRD [SHI'AR],SPUNJE,MAGRUDER, ALLIE,SIKORSKY,WOLVERINE/LOGAN ,THING/BENJAMIN J. GR,RAZA LONGKNIFE,COMMANDO/M-NELL,JONES, RICHARD MILHO,SCARLET WITCH/WANDA ,BETA RAY BILL,ORACLE/LADY SIBYL,QUICKSILVER/PIETRO M,SILVERCLAW/LA GARRA ,BEL-DANN, GEN.,GREY, ELAINE,LILANDRA NERAMANI [S,MAXIMUS [INHUMAN],TEN FOR,CH'OD,AVIOS,UATU,BLACK BOLT/BLACKANTO,MEDUSA/MEDUSALITH AM,DAN-FARR,MENTOR II,EGO,INVISIBLE WOMAN/SUE ,ROSENTHAL, BERNIE,QUEEN DIVINE JUSTICE,NOVA II/FRANKIE RAYE,NIGHTCRAWLER/KURT WA,QUASAR II,ROGUE /,RONAN THE ACCUSER [K,ALBERIK,MASTERS, ALICIA REIS,WONDER MAN/SIMON WIL,WARSTAR,G'ANYM,CR'REEE,JONES, JANIS,MAGNETO/MAGNUS/ERIC ,CYCLOPS/SCOTT SUMMER,SEEKER/TARM,THUNDERSTRIKE/ERIC K,WASP/JANET VAN DYNE ,CORSAIR,SMASHER IV,CAPTAIN BRITAIN/BRIA,BASALTAR,ST. THOMAS, JULES,SPEEDBALL/ROBBIE BAL,R'TEE,STORM/ORORO MUNROE S,FAYRELYTE STRONGHEAR,WEBWING,MAM'SELLE HEPZIBAH,GAMBIT/REMY LEBEAU ,BLOOD BROTHERS,DARKSTAR/LAYNIA SERG,THOR/DR. DONALD BLAK,MAGIC,THUNDERBIRD III/NEAL,PULSAR/PLOR,COLOSSUS II/PETER RA,ZABU,BEAST/HENRY &HANK& P,MANTA,JUBILEE/JUBILATION L,MARVEL GIRL/JEAN GRE,CODY, GARY,SUPREME INTELLIGENCE,IMPULSE,SHE-HULK/JENNIFER WA,QUASAR III/WENDELL V,UNION JACK III/JOEY ,GORGON [INHUMAN],D'KEN [SHI'AR],FIRESTAR/ANGELICA JO,SHADOW KING/AMAHL FA,JARVIS, EDWIN ,MIRAGE II/DANIELLE M,HUSSAR,HERCULES [GREEK GOD],STAR HAMMER,GREY, DR. JOHN,NURO,CORBEAU, DR. PETER,ROSS, EVERETT KENNET,WORM,VOSTOK,STARFOX/EROS,KARNAK [INHUMAN],SINTARIIS,TEMPEST/GRANNZ,EARTHQUAKE,SUMMERS, NATHAN CHRI,SPIDER-MAN/PETER PAR,TELLIS,ETERNITY/ADAM QADMON,JASON II,SZARDOS, MARGALI,VISION ,FORGE,RICHARDS, FRANKLIN B,ANGEL/WARREN KENNETH,SCANNER/SKERA,HOBGOBLIN,ROM, SPACEKNIGHT,TITAN,HARKNESS, AGATHA,HUMAN TORCH/JOHNNY S,PRIMUS II,PROFESSOR X/CHARLES ,SILVER SURFER/NORRIN,KARMA/XI'AN COY MANH,GOROTH,FANG II,ERIC THE RED [SHI'AR,USAGENT/CAPTAIN JOHN,ODIN [ASGARDIAN],NOVA/RICHARD RIDER,IRON MAN/TONY STARK ,FORRESTER, CAPT. ALE,MACTAGGERT, MOIRA KI,BYRNE, JOHN,NEREEL,ASTRA,STARBOLT,MOONDRAGON/HEATHER D,ARAKI [SHI'AR],JAHF,TRIATHLON/DELROY GAR,JASON,HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,GUARDIAN/JAMES MACDO,DELPHOS,DOC SAMSON/DR. LEONA,NIGHTSIDE,ELECTRON,PHOENIX II,CAPTAIN AMERICA,BLACK PANTHER/T'CHAL,GALACTUS/GALAN,SUB-MARINER/NAMOR MA,BANSHEE/SEAN CASSIDY,JACK OF HEARTS/JACK ,TRITON,PSYLOCKE/ELISABETH B,CASSIOPEIA,HECTOR II,FIZ [SKRULL],ELAMRON,TRAPPER/VOLA"
GLAMOUR GIRL/GLORIA,"ATTRACTIVE LAD/AUNDR,AIRBORNE/,GRAY, CHARLES,CARLISLE, JENNA,CHARCOAL/CHARLIE BUR,NITRO/ROBERT L. HUNT,MOONSTONE II/KARLA S,MOONSTONE/LLOYD BLOC,JARVIS, EDWIN ,WHIPLASH/MARK SCARLO,SILVANI, VITTORIO,IRON MAN/TONY STARK ,POWER MAN/ERIK JOSTE,THERAK,RIVERA, DR. JASON,BEACH, SPIDER,ROCKETLAUNCHER/,HOGAN, VIRGINIA PEPP,ARIES II/GROVER RAYM,JOLT/HALLIE TAKAHAMA,FIREFIGHT/,SMOKESCREEN/,BEACH, GINGER,HAWK,COUNT NEFARIA, LUCHI,BOOBYTRAP/"
GLEEG,DAYTRIPPER/AMANDA SE
GOG,"KA-ZAR/KEVIN PLUNDER,VULTURE/ADRIAN TOOME,SLEEPWALKER,PLUNDERER/LORD EDGAR,SPIDER-MAN/PETER PAR,FURY, COL. NICHOLAS ,GIBBON/MARTIN BLANK,SHERIDAN, RICHARD RI,DUGAN, TIMOTHY ALOYI,SOLO/,SANDMAN/WILLIAM BAKE,KRAVEN THE HUNTER/SE,ELECTRO/MAX DILLON,JAMESON, J. JONAH,ROBERTSON, JOE,PARKER, MAY,WATSON-PARKER, MARY ,MOCKINGBIRD/DR. BARB,DR. OCTOPUS/OTTO OCT,GHOST RIDER III/DAN ,DEATHLOK III/MICHAEL,ZABU,RAMBO,HULK/DR. ROBERT BRUC,MYSTERIO/QUENTIN BEC,STACY, GWEN"
GOLD,"JUSTICE II/VANCE AST,SPIDER-MAN/PETER PAR,BEETLE/ABNER RONALD ,KHANDRUVITCH, DR. VA,MOONSTONE II/KARLA S,PLUTONIUM,DARKHAWK/CHRIS POWEL,SCREAMING MIMI/MELIS,CRIMSON COWL II/,POWER MAN/ERIK JOSTE,CAGE, LUKE/CARL LUCA,CADMIUM,HAFNIUM,DAREDEVIL/MATT MURDO,BRIDGE, GEORGE WASHI,IRON FIST/DANIEL RAN,FIXER II/PAUL NORBER,CALIFORNIUM,CITIZEN V II/HELMUT ,RAGE/ELVIN DARYL HAL,CITIZEN V III/DALLAS,BERYLLIUM,SPEEDBALL/ROBBIE BAL,RADIUM"
GOLDFIRE/AMEIKO SABU,"STRUCKER, ANDREA,MODOK/GEORGE TARLETO,IRON CROSS/HELMUT GR,SANDMAN/WILLIAM BAKE,CHARCOAL/CHARLIE BUR,FONTREAUX, GUY,NOMAD III/JACK MONRO,CRIPPLER/KARL STRIKL,SMUGGLER II/CONRAD J,CRIMSON COWL II/,POWER MAN/ERIK JOSTE,DYNA-MITE/ROGER AUBR,BUCKY II/FRED DAVIS,STERMAN, ANDREA ANDI,JOLT/HALLIE TAKAHAMA,MAN-KILLER/KATRINA L,OGRE,TOPSPIN/DARREN MITCH,STRUCKER, ANDREAS,CITIZEN V II/HELMUT ,SILVER SCORPION/ELIS,BARON STRUCKER/WOLFG,GYRICH, HENRY PETER,SUB-MARINER/NAMOR MA,NUKLO/ROBERT FRANK J,MOONSTONE II/KARLA S,SCREAMING MIMI/MELIS,SCREAM,HUMAN TORCH ANDROID/,BEETLE II/LEILA DAVI,ATTUMA,DIAMONDBACK II/RACHE,CARTER, SHARON,BRIDGE, GEORGE WASHI,WARTON/WARBECK,FIXER II/PAUL NORBER,MARTINEZ, ISADORA,HAWK,CITIZEN V III/DALLAS,METEORITE III/VALERI"
GORNKAI,"ANT-MAN II/SCOTT HAR,HELLSCOUT/KENNETH TE,NAMORITA/NITA PRENTI,INVISIBLE WOMAN/SUE ,THING/BENJAMIN J. GR,BAXTER, NOAH,TRAPSTER/PETER PETRU,JANUS,AWESOME ANDROID,HUMAN TORCH/JOHNNY S,DR. DOOM/VICTOR VON ,MAXIMUS [INHUMAN],ANNIHILUS,MR. FANTASTIC/REED R,SHE-HULK/JENNIFER WA"
GORR,"NOVA II/FRANKIE RAYE,HIGH EVOLUTIONARY/HE,TORGO,GALACTUS/GALAN,HUMAN TORCH/JOHNNY S,DESTROYER III,INVISIBLE WOMAN/SUE ,THING/BENJAMIN J. GR,MR. FANTASTIC/REED R"
GOSAMYR,"MAGNETO/MAGNUS/ERIC ,CLOAK/TYRONE JOHNSON,GEE/ALEX POWER,LIGHTSPEED/JULIE POW,BOWEN, FATHER MICHAE,MIRAGE II/DANIELLE M,WIZ KID/TAKESHI MATS,BLACK KING/SEBASTIAN,WOLFSBANE/RAHNE SINC,S'YM,N'ASTIRH,COUNTERWEIGHT II/KAT,MADDICKS, ARTHUR ART,CANNONBALL II/SAM GU,RICTOR/JULIO ESTEBAN,SUNSPOT/ROBERTO DACO,RASPUTINA, ILLYANA I,CROTUS,WARLOCK III,WHITE QUEEN/EMMA FRO,SHIP,POWER, DR. JIM,MAGIK/ILLYANA RASPUT,SKIDS/SALLY BLEVINS,FORGE,CARLISLE, PHILLIP,BOOMER/TABITHA SMITH,LEECH,SELENE,FIREFIST/RUSTY COLLI,COUNTERWEIGHT/JACK P"
GRAND OVERSEER,"PRADDA FOL,UNIT 101101,BLACKBODY,VORZEN,STRACU,JYX,HYZAKTL,QIRMET,UR-LINI,UNI-LORD,SILVER SURFER/NORRIN,DARK COUNSEL/VARTU"
GRAVEMOSS,"MACTAGGERT, MOIRA KI,SHRILL/,COLOSSUS II/PETER RA,NIGHTCRAWLER/KURT WA,SZARDOS, MARGALI,SHADOWCAT/KATHERINE ,CYPHER/DOUG RAMSEY,CAPTAIN BRITAIN/BRIA,MEGGAN"
"GREICO, LINDA","SPIDER-MAN/PETER PAR,WATSON-PARKER, MARY"
GREMLIN/,"BLACK WIDOW/NATASHA ,AMERICAN EAGLE III/J,MAGNETO/MAGNUS/ERIC ,TIGRA/GREER NELSON,TALBOT, GLENN,SHADOWCAT/KATHERINE ,BLACK KNIGHT V/DANE ,CORD, EDWIN,WOLVERINE/LOGAN ,HAVOK/ALEX SUMMERS ,HOGAN, HAROLD J. HAP,JONES, RICHARD MILHO,QUASIMODO,IRON MAN/TONY STARK ,HERCULES [GREEK GOD],SCARLET WITCH/WANDA ,ROM CLONE,CAPTAIN BRITAIN/BRIA,SHEPPARD, JOAN ACE,STARFOX/EROS,STORM/ORORO MUNROE S,URSA MAJOR/MIKHAIL U,SLAG/SLAGHT, DR. THE,DAZZLER II/ALLISON B,VANGUARD/NICOLAI KRY,GYRICH, HENRY PETER,VISION ,DARKSTAR/LAYNIA SERG,DEVASTATOR II/GREGOR,ANT-MAN/DR. HENRY J.,SUB-MARINER/NAMOR MA,STARSHINE II/BRANDY ,ICEMAN/ROBERT BOBBY ,ROSS, GEN. THADDEUS ,ADAMS, CINDY,MOCKINGBIRD/DR. BARB,PSYLOCKE/ELISABETH B,COLOSSUS II/PETER RA,ROM, SPACEKNIGHT,MOON KNIGHT/MARC SPE,CRIMSON DYNAMO V/DIM,LONGSHOT,ROGUE /,WONDER MAN/SIMON WIL,BEAST/HENRY &HANK& P,ZIMMER, ABE,SPIDER-WOMAN II/JULI,PROFESSOR X/CHARLES ,HAWK,CRIMSON DYNAMO VI/VA,PEREGRINE, LE/FRANCK,BANNER, BETTY ROSS T,QUARTERMAIN, CLAY"
GREYSTONE/BRIAN YOUN,"BRICKMAN, SEN. MILES,BLACK, CAL,BANTAM/,WILD CHILD/KYLE GIBN,MULTIPLE MAN/JAMES A,FIXX,POLARIS/LORNA DANE,ARCHER/JUDE BLACK,MYSTIQUE/RAVEN DARKH,HAVOK/ALEX SUMMERS ,SHARD,YOUNG, AGNES"
"GRIPPO, BILLY",DAREDEVIL/MATT MURDO
GRIS-GRIS,"MENGOCHAUZERAUS, STA,FONTANELLE/GLORIA DA,NEW SUN,DEADPOOL/JACK/WADE W,QUESTA,LEBEAU, MERCY,ALOUETTE, GENARD,LAPIN, EMIL,COOPER, DR. VALERIE,RAX,MR. SINISTER/NATHAN ,FIREBALLS/JACK FARLE,LEBEAU, JEAN-LUC,MARCEAUX, THEOREN,POITIER, CLAUDE,EXALTED ONE,FIFOLET,LEBEAU, JACQUE,BATROC/GEORGES BATRO,GAMBIT/REMY LEBEAU ,MYSTIQUE/RAVEN DARKH,ZARAN/MAXIMILLIAN ZA,SINGER,BULLSEYE II/BENJAMIN,ANGEL/WARREN KENNETH,ISHIHARA, ZOE,CROSSBONES/BROCK BIN,CONOWAY, SEKMEHT,ANUBAR, ANWAR,CONSTRICTOR/FRANK PA,BOUDREAUX, MARIUS,ROGUE /,X-CUTIONER/CARL DENT,MINSTER HOARD,COURIER/JACOB GAVIN,BOUDREAUX, BELLA DON,TANTE MATTIE,CANDRA"
GRIZZLY II/THEODORE,"SHATTERSTAR II/GAVEE,SUMMERS, NATHAN CHRI,THUNDERBIRD II/JAMES,PICO,ZERO,TYGERSTRYKE/,COPYCAT/VANESSA,DOMINO III/BEATRICE/,SKIDS/SALLY BLEVINS,SIRYN/THERESA ROURKE,JENSKOT/ALIYA,FERAL/MARIA CALLASAN,CLARKE, GENERAL JERE,KAMIKAZE,BOOMER/TABITHA SMITH,CANNONBALL II/SAM GU,RICTOR/JULIO ESTEBAN,JOSHUA, DR. SEGISMUN,TOLLIVER,WENDIGO III/FRANCOIS,SUNSPOT/ROBERTO DACO,BRIDGE, GEORGE WASHI,GIDEON,HAMMER III/EISENHOWE,STRYFE,WEAPON X II/GARRISON,SAURON/DR. KARL LYKO"
"GROSS, CLIFFORD",SPIDER-MAN CLONE/BEN
"GROSS, IRA","FROG-MAN II/EUGENE P,WALRUS,WATSON-PARKER, MARY ,WHITE RABBIT"
GUARDIAN IV,"SPIDER-MAN/PETER PAR,JACK,RAVEN, LT. JACOB,JAMESON, J. JONAH,ROBERTSON, JOE,SPIDER-MAN CLONE/BEN,PARKER, MAY,JACKAL/MILES WARREN,KAINE,WATSON-PARKER, MARY ,SCRIER II/"
